ck_id	county	duchy	kingdom_1066	empire_1066	search_query	match_status	top_qid	top_label	top_description	candidate_qids	candidate_labels	candidate_urls	notes
c_buckinghamshire	Buckinghamshire	Essex	England	Britannia	Buckinghamshire	exact_label	Q67285329	Buckinghamshire	historic county of England	Q67285329; Q23229; Q60578256; Q4983254; Q56166286	Buckinghamshire; Buckinghamshire; Buckinghamshire; Buckinghamshire; Buckinghamshire	http://www.wikidata.org/entity/Q67285329; http://www.wikidata.org/entity/Q23229; http://www.wikidata.org/entity/Q60578256; http://www.wikidata.org/entity/Q4983254; http://www.wikidata.org/entity/Q56166286	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_burgas	Burgas	Philippopolis	Bulgaria	Byzantine Empire	Burgas	exact_label	Q6509	Burgas	city in Burgas municipality, Burgas oblast, Bulgaria	Q6509; Q369220; Q167807; Q117960959; Q1324587	Burgas; Burgas; Burgas; Burgas; Burgas Airport	http://www.wikidata.org/entity/Q6509; http://www.wikidata.org/entity/Q369220; http://www.wikidata.org/entity/Q167807; http://www.wikidata.org/entity/Q117960959; http://www.wikidata.org/entity/Q1324587	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_burgau	Burgau	Augsburg	Bavaria	Holy Roman Empire	Burgau	exact_label	Q505896	Burgau	municipality of Germany	Q505896; Q121148647; Q690957; Q248933; Q98224130	Burgau; Burgau; Burgau; Burgau; Burgaud	http://www.wikidata.org/entity/Q505896; http://www.wikidata.org/entity/Q121148647; http://www.wikidata.org/entity/Q690957; http://www.wikidata.org/entity/Q248933; http://www.wikidata.org/entity/Q98224130	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_burgos	Burgos	Castile	Castile	Hispania	Burgos	exact_label	Q9580	Burgos	municipality in Castile and Leon, Spain	Q9580; Q24232053; Q12828; Q39368; Q55271	Burgos; Burgos; Burgos; Burgos; Province of Burgos	http://www.wikidata.org/entity/Q9580; http://www.wikidata.org/entity/Q24232053; http://www.wikidata.org/entity/Q12828; http://www.wikidata.org/entity/Q39368; http://www.wikidata.org/entity/Q55271	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_buthrotum	Buthrotum	Cephalonia	Epirus	Byzantine Empire	Buthrotum	fuzzy_label	Q188694	Butrint	ancient city of Albania	Q188694; Q1017911; Q68122000; Q13046666; Q43394071	Butrint; Buthrotum titular see; Buthrotum Therme; Greek Theatre of Butrint; Buthrotum's sacred topography and the imperial cult, I: the west courtyard and pavement inscription	http://www.wikidata.org/entity/Q188694; http://www.wikidata.org/entity/Q1017911; http://www.wikidata.org/entity/Q68122000; http://www.wikidata.org/entity/Q13046666; http://www.wikidata.org/entity/Q43394071	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_buzau	Buzău	Muntenia	Wallachia	Carpathia	Buzău	exact_label	Q201404	Buzău	city in Buzău County, Romania	Q201404; Q833164; Q185309; Q26327473; Q107449123	Buzău; Buzău River; Buzău County; Buzău; Buzău	http://www.wikidata.org/entity/Q201404; http://www.wikidata.org/entity/Q833164; http://www.wikidata.org/entity/Q185309; http://www.wikidata.org/entity/Q26327473; http://www.wikidata.org/entity/Q107449123	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_byzantion	Byzantion	Thrace	Thessalonika	Byzantine Empire	Byzantion	fuzzy_label	Q23725	Byzantium	ancient Greek city, precursor of Constantinople	Q23725; Q406; Q34399796; Q105721096; Q94459702	Byzantium; Istanbul; Byzantion 1 (Pauly-Wissowa); Byzantion; Byzantion 3 (Pauly-Wissowa)	http://www.wikidata.org/entity/Q23725; http://www.wikidata.org/entity/Q406; http://www.wikidata.org/entity/Q34399796; http://www.wikidata.org/entity/Q105721096; http://www.wikidata.org/entity/Q94459702	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cabra	Cabra	Granada	Andalusia	Hispania	Cabra	exact_label	Q37436540	Cabra	family name	Q37436540; Q25364889; Q927931; Q23988057; Q15542977	Cabra; Cabra; Cabra; Cabra; Cabralea canjerana	http://www.wikidata.org/entity/Q37436540; http://www.wikidata.org/entity/Q25364889; http://www.wikidata.org/entity/Q927931; http://www.wikidata.org/entity/Q23988057; http://www.wikidata.org/entity/Q15542977	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_caceres	Caceres	Badajoz	Badajoz	Hispania	Caceres	fuzzy_label	Q15678	Cáceres	town of Extremadura, Spain	Q15678; Q37490831; Q2431763; Q81977; Q5202311	Cáceres; Caceres; Cáceres; Cáceres Province; Cáceres	http://www.wikidata.org/entity/Q15678; http://www.wikidata.org/entity/Q37490831; http://www.wikidata.org/entity/Q2431763; http://www.wikidata.org/entity/Q81977; http://www.wikidata.org/entity/Q5202311	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cadiz	Cadiz	Seville	Andalusia	Hispania	Cadiz	fuzzy_label	Q15682	Cádiz	municipality and capital city of the province of Cádiz, Spain	Q15682; Q1020688; Q10743774; Q37487479; Q81978	Cádiz; Cadiz; Cadiz; Cadiz; Cádiz Province	http://www.wikidata.org/entity/Q15682; http://www.wikidata.org/entity/Q1020688; http://www.wikidata.org/entity/Q10743774; http://www.wikidata.org/entity/Q37487479; http://www.wikidata.org/entity/Q81978	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cagliari	Cagliari	Sardinia	Sardinia	Italia	Cagliari	exact_label	Q1897	Cagliari	Italian municipality, capital of Sardinia	Q1897; Q1900; Q9440; Q16149; Q2054338	Cagliari; Cagliari Calcio; Paolo Veronese; Province of Cagliari; Benedetto Caliari	http://www.wikidata.org/entity/Q1897; http://www.wikidata.org/entity/Q1900; http://www.wikidata.org/entity/Q9440; http://www.wikidata.org/entity/Q16149; http://www.wikidata.org/entity/Q2054338	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_caithness	Caithness	Moray	Scotland	Britannia	Caithness	exact_label	Q864668	Caithness	historic county, registration county, and lieutenancy area of Scotland	Q864668; Q92236957; Q5017862; Q3238840; Q92236953	Caithness; Caithness; Caithness; Caithness, Sutherland and Easter Ross; Caithness	http://www.wikidata.org/entity/Q864668; http://www.wikidata.org/entity/Q92236957; http://www.wikidata.org/entity/Q5017862; http://www.wikidata.org/entity/Q3238840; http://www.wikidata.org/entity/Q92236953	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_calafat	Calafat	Oltenia	Wallachia	Carpathia	Calafat	exact_label	Q65099124	Calafat	family name	Q65099124; Q652856; Q61082414; Q16898253; Q61183183	Calafat; Calafat; Calafat; Calafat; Calafato	http://www.wikidata.org/entity/Q65099124; http://www.wikidata.org/entity/Q652856; http://www.wikidata.org/entity/Q61082414; http://www.wikidata.org/entity/Q16898253; http://www.wikidata.org/entity/Q61183183	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_calarasi	Călărași	Muntenia	Wallachia	Carpathia	Călărași	exact_label	Q212561	Călărași	city in Călărași County, Romania	Q212561; Q1014367; Q935240; Q12724708; Q16898181	Călărași; Călărași; Călărași; Călărași; Călărași	http://www.wikidata.org/entity/Q212561; http://www.wikidata.org/entity/Q1014367; http://www.wikidata.org/entity/Q935240; http://www.wikidata.org/entity/Q12724708; http://www.wikidata.org/entity/Q16898181	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_calatayud	Calatayud	Aragon	Aragon	Hispania	Calatayud	exact_label	Q496424	Calatayud	municipality of Spain	Q496424; Q24016460; Q37488008; Q1123052; Q2887617	Calatayud; Calatayud; Calatayud; Comunidad de Calatayud; Calatayud PDO	http://www.wikidata.org/entity/Q496424; http://www.wikidata.org/entity/Q24016460; http://www.wikidata.org/entity/Q37488008; http://www.wikidata.org/entity/Q1123052; http://www.wikidata.org/entity/Q2887617	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_calatrava	Calatrava	Cordoba	Andalusia	Hispania	Calatrava	exact_label	Q195258	Calatrava	municipality of the Philippines in the province of Negros Occidental	Q195258; Q174544; Q76413352; Q756910; Q28360318	Calatrava; Calatrava; Calatrava; Order of Calatrava; Calatrava	http://www.wikidata.org/entity/Q195258; http://www.wikidata.org/entity/Q174544; http://www.wikidata.org/entity/Q76413352; http://www.wikidata.org/entity/Q756910; http://www.wikidata.org/entity/Q28360318	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_camarda	Camarda	Salerno	Sicily	Byzantine Empire	Camarda	exact_label	Q36861924	Camarda	family name	Q36861924; Q21506884; Q3651130; Q42295; Q52279	Camarda; Ignazio Camarda; Camarda; shrub; Bernalda	http://www.wikidata.org/entity/Q36861924; http://www.wikidata.org/entity/Q21506884; http://www.wikidata.org/entity/Q3651130; http://www.wikidata.org/entity/Q42295; http://www.wikidata.org/entity/Q52279	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cambray	Cambray	Brabant	Lotharingia	Holy Roman Empire	Cambray	fuzzy_label	Q181285	Cambrai	commune in Nord, France	Q181285; Q37551149; Q124645167; Q65099147; Q60749119	Cambrai; Cambray; Cambray; Cambraye; Cambray	http://www.wikidata.org/entity/Q181285; http://www.wikidata.org/entity/Q37551149; http://www.wikidata.org/entity/Q124645167; http://www.wikidata.org/entity/Q65099147; http://www.wikidata.org/entity/Q60749119	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cambridgeshire	Cambridgeshire	East Anglia	England	Britannia	Cambridgeshire	exact_label	Q30612390	Cambridgeshire	historic county of England	Q30612390; Q21272276; Q23112; Q60578257; Q42298207	Cambridgeshire; Cambridgeshire; Cambridgeshire; Cambridgeshire; Cambridgeshire	http://www.wikidata.org/entity/Q30612390; http://www.wikidata.org/entity/Q21272276; http://www.wikidata.org/entity/Q23112; http://www.wikidata.org/entity/Q60578257; http://www.wikidata.org/entity/Q42298207	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_canavese	Canavese	Savoy	Burgundy	Francia	Canavese	exact_label	Q104593450	Canavese	family name	Q104593450; Q472780; Q799335; Q15207448; Q18501092	Canavese; Canavese; Canaveses; Canavese DOC; Canavese	http://www.wikidata.org/entity/Q104593450; http://www.wikidata.org/entity/Q472780; http://www.wikidata.org/entity/Q799335; http://www.wikidata.org/entity/Q15207448; http://www.wikidata.org/entity/Q18501092	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cappadocia	Cappadocia	Cappadocia	Anatolia	Byzantine Empire	Cappadocia	exact_label	Q217265	Cappadocia	historical region of Asia Minor	Q217265; Q50068; Q33490; Q29654286; Q1495989	Cappadocia; Cappadocia; Cappadocia; Kingdom of Cappadocia; Cappadocia	http://www.wikidata.org/entity/Q217265; http://www.wikidata.org/entity/Q50068; http://www.wikidata.org/entity/Q33490; http://www.wikidata.org/entity/Q29654286; http://www.wikidata.org/entity/Q1495989	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_capua	Capua	Capua	Sicily	Byzantine Empire	Capua	exact_label	Q5037105	Capua	genus of insects	Q5037105; Q37458167; Q58477; Q28055790; Q21482731	Capua; Capua; Capua; Capua; Capuano	http://www.wikidata.org/entity/Q5037105; http://www.wikidata.org/entity/Q37458167; http://www.wikidata.org/entity/Q58477; http://www.wikidata.org/entity/Q28055790; http://www.wikidata.org/entity/Q21482731	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_carcassonne	Carcassonne	Languedoc	France	Francia	Carcassonne	exact_label	Q6582	Carcassonne	French commune in Aude, Occitania	Q6582; Q17262; Q56244291; Q5038136; Q2937982	Carcassonne; Carcassonne; Carcassonne; Carcassonne; Carcassonne	http://www.wikidata.org/entity/Q6582; http://www.wikidata.org/entity/Q17262; http://www.wikidata.org/entity/Q56244291; http://www.wikidata.org/entity/Q5038136; http://www.wikidata.org/entity/Q2937982	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_caria	Caria	Cibyrrhaeot	Anatolia	Byzantine Empire	Caria	exact_label	Q1759972	Caria	genus of insects	Q1759972; Q111526; Q74789; Q193214; Q754030	Caria; Caria; Caria; Caria; Cariamidae	http://www.wikidata.org/entity/Q1759972; http://www.wikidata.org/entity/Q111526; http://www.wikidata.org/entity/Q74789; http://www.wikidata.org/entity/Q193214; http://www.wikidata.org/entity/Q754030	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_carrick	Carrick	Strathclyde	Scotland	Britannia	Carrick	exact_label	Q12955959	Carrick	family name	Q12955959; Q368068; Q4216038; Q589390; Q5046133	Carrick; Carrick; Carrick; Carrick-on-Shannon; Carrick	http://www.wikidata.org/entity/Q12955959; http://www.wikidata.org/entity/Q368068; http://www.wikidata.org/entity/Q4216038; http://www.wikidata.org/entity/Q589390; http://www.wikidata.org/entity/Q5046133	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_casentino	Casentino	Romagna	Romagna	Italia	Casentino	exact_label	Q1047110	Casentino	valley in Tuscany, Italy	Q1047110; Q18426586; Q3910557; Q3893358; Q29979753	Casentino; Casentino; Casentino Prize; casentino wool; Casentino	http://www.wikidata.org/entity/Q1047110; http://www.wikidata.org/entity/Q18426586; http://www.wikidata.org/entity/Q3910557; http://www.wikidata.org/entity/Q3893358; http://www.wikidata.org/entity/Q29979753	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_caslav	Čáslav	Bohemia	Bohemia	Holy Roman Empire	Čáslav	exact_label	Q341777	Čáslav	town in the Czech Republic	Q341777; Q8079678; Q17750064; Q11386168; Q102111798	Čáslav; Časlav; Čáslav; Čáslav; Časlav V. Stanojević	http://www.wikidata.org/entity/Q341777; http://www.wikidata.org/entity/Q8079678; http://www.wikidata.org/entity/Q17750064; http://www.wikidata.org/entity/Q11386168; http://www.wikidata.org/entity/Q102111798	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_castellon	Castellon	València	Valencia	Hispania	Castellon	fuzzy_label	Q15092	Castellón de la Plana	city in the Valencian Community, Spain	Q15092; Q30601107; Q37489836; Q54942; Q5049705	Castellón de la Plana; Castellón; Castellon; Castellón; Castellón	http://www.wikidata.org/entity/Q15092; http://www.wikidata.org/entity/Q30601107; http://www.wikidata.org/entity/Q37489836; http://www.wikidata.org/entity/Q54942; http://www.wikidata.org/entity/Q5049705	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_castelo_branco	Castelo Branco	Coimbra	Galicia	Hispania	Castelo Branco	exact_label	Q373720	Castelo Branco	municipality in Portugal	Q373720; Q4218301; Q28800626; Q1024491; Q1020365	Castelo Branco; Castelo Branco; Castelo Branco; Castelo Branco; Castelo Branco	http://www.wikidata.org/entity/Q373720; http://www.wikidata.org/entity/Q4218301; http://www.wikidata.org/entity/Q28800626; http://www.wikidata.org/entity/Q1024491; http://www.wikidata.org/entity/Q1020365	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_agrigento	Castrogiovanni	Sicily	Sicily	Byzantine Empire	Castrogiovanni	exact_label	Q21492259	Castrogiovanni	family name	Q21492259; Q13687; Q1039026; Q113665164; Q2185334	Castrogiovanni; Enna; Martin Castrogiovanni; Castrogiovanni; Castrogiovanni	http://www.wikidata.org/entity/Q21492259; http://www.wikidata.org/entity/Q13687; http://www.wikidata.org/entity/Q1039026; http://www.wikidata.org/entity/Q113665164; http://www.wikidata.org/entity/Q2185334	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_soldin	Cedynia	Pomerania	Pomerania	Baltic Empire	Cedynia	exact_label	Q954143	Cedynia	town in Poland, in West Pomeranian Voivodeship, in Gryfino County	Q954143; Q557311; Q2153878; Q12046789; Q5057190	Cedynia; Gmina Cedynia; Cedynia railway station; Praha; Cedynia Landscape Park	http://www.wikidata.org/entity/Q954143; http://www.wikidata.org/entity/Q557311; http://www.wikidata.org/entity/Q2153878; http://www.wikidata.org/entity/Q12046789; http://www.wikidata.org/entity/Q5057190	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cephalonia	Cephalonia	Cephalonia	Epirus	Byzantine Empire	Cephalonia	exact_label	Q178488	Cephalonia	Greek island in the Ionian Sea	Q178488; Q8893915; Q838993; Q106832901; Q110126292	Cephalonia; Cephalonia; Kefalonia Prefecture; Cephalonia; Cephalonia	http://www.wikidata.org/entity/Q178488; http://www.wikidata.org/entity/Q8893915; http://www.wikidata.org/entity/Q838993; http://www.wikidata.org/entity/Q106832901; http://www.wikidata.org/entity/Q110126292	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cerasus	Cerasus	Chaldia	Pontus	Byzantine Empire	Cerasus	exact_label	Q13174500	Cerasus	genus of plants	Q13174500; Q5721717; Q15535138; Q777170; Q6580759	Cerasus; Cerasus jamasakura; Cerasus sargentii; Cerasus; Cerasus itosakura	http://www.wikidata.org/entity/Q13174500; http://www.wikidata.org/entity/Q5721717; http://www.wikidata.org/entity/Q15535138; http://www.wikidata.org/entity/Q777170; http://www.wikidata.org/entity/Q6580759	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_puigcerda	Cerdaña	Barcelona	Aragon	Hispania	Cerdaña	fuzzy_label	Q87146663	Cerdana	genus of plants	Q87146663; Q2946604; Q110492007; Q87617270; Q15385	Cerdana; Cerdaña; Cerdana gerascanthus; Cerdana alliodora; Cerdanya	http://www.wikidata.org/entity/Q87146663; http://www.wikidata.org/entity/Q2946604; http://www.wikidata.org/entity/Q110492007; http://www.wikidata.org/entity/Q87617270; http://www.wikidata.org/entity/Q15385	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cardiganshire	Ceredigion	Gwynedd	Wales	Britannia	Ceredigion	exact_label	Q217829	Ceredigion	principal area in mid-Wales, corresponding to the historic county of Cardiganshire	Q217829; Q1077398; Q2578706; Q101170463; Q5064122	Ceredigion; Ceredigion; Kingdom of Ceredigion; Cardiganshire; Ceredigion	http://www.wikidata.org/entity/Q217829; http://www.wikidata.org/entity/Q1077398; http://www.wikidata.org/entity/Q2578706; http://www.wikidata.org/entity/Q101170463; http://www.wikidata.org/entity/Q5064122	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cetatea_alba	Cetatea Albă	Bugeac	Moldavia	Carpathia	Cetatea Albă	fuzzy_label	Q8273263	Cetatea-Albă County	county of the Kingdom of Romania (1925-1940)	Q8273263; Q672990; Q1968086; Q15629334; Q12086549	Cetatea-Albă County; Bilhorod-Dnistrovskyi; Bilhorod-Dnistrovskyi Fortress; Alba Iulia Fortress; Cetatea Albă	http://www.wikidata.org/entity/Q8273263; http://www.wikidata.org/entity/Q672990; http://www.wikidata.org/entity/Q1968086; http://www.wikidata.org/entity/Q15629334; http://www.wikidata.org/entity/Q12086549	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cetina	Cetina	Dalmatia	Croatia	Byzantine Empire	Cetina	exact_label	Q24019994	Cetina	capital of Cetina Municipality, Spain	Q24019994; Q959334; Q14813684; Q522100; Q6409594	Cetina; Cetina; Cetina; Cetina; Cetina	http://www.wikidata.org/entity/Q24019994; http://www.wikidata.org/entity/Q959334; http://www.wikidata.org/entity/Q14813684; http://www.wikidata.org/entity/Q522100; http://www.wikidata.org/entity/Q6409594	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_chalkidike	Chalkidike	Thessalonika	Thessalonika	Byzantine Empire	Chalkidike	fuzzy_label	Q50964500	Chalkidike 2 (Pauly-Wissowa)	encyclopedic article in Paulys Realencyclopädie der classischen Altertumswissenschaft (RE)	Q50964500; Q34603298; Q19994494; Q204728; Q18564295	Chalkidike 2 (Pauly-Wissowa); Chalkidike 3 (Pauly-Wissowa); Chalkidike 1 (Pauly-Wissowa); Chalkidiki; Chalkidiki Regional Unit	http://www.wikidata.org/entity/Q50964500; http://www.wikidata.org/entity/Q34603298; http://www.wikidata.org/entity/Q19994494; http://www.wikidata.org/entity/Q204728; http://www.wikidata.org/entity/Q18564295	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_chalon	Chalon	Burgundy	France	Francia	Chalon	fuzzy_label	Q203645	Chalon-sur-Saône	commune in Saône-et-Loire, France	Q203645; Q1003011; Q47135; Q264416; Q634046	Chalon-sur-Saône; Chalon; Châlons-en-Champagne; Chalonnes-sur-Loire; Le Chalon	http://www.wikidata.org/entity/Q203645; http://www.wikidata.org/entity/Q1003011; http://www.wikidata.org/entity/Q47135; http://www.wikidata.org/entity/Q264416; http://www.wikidata.org/entity/Q634046	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_chalons	Chalons	Champagne	France	Francia	Chalons	exact_label	Q65099476	Chalons	family name	Q65099476; Q47135; Q939465; Q5718119; Q203645	Chalons; Châlons-en-Champagne; Châlons-sur-Vesle; Henry Bernard Chalon; Chalon-sur-Saône	http://www.wikidata.org/entity/Q65099476; http://www.wikidata.org/entity/Q47135; http://www.wikidata.org/entity/Q939465; http://www.wikidata.org/entity/Q5718119; http://www.wikidata.org/entity/Q203645	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
