ck_id	county	duchy	kingdom_1066	empire_1066	search_query	match_status	top_qid	top_label	top_description	candidate_qids	candidate_labels	candidate_urls	notes
c_berlin	Berlin	Nordmark	Pomerania	Baltic Empire	Berlin	exact_label	Q64	Berlin	federated state, capital and largest city of Germany	Q64; Q2660845; Q821199; Q1086827; Q821198	Berlin; Berlin; Berlin; Berlin; Berlin	http://www.wikidata.org/entity/Q64; http://www.wikidata.org/entity/Q2660845; http://www.wikidata.org/entity/Q821199; http://www.wikidata.org/entity/Q1086827; http://www.wikidata.org/entity/Q821198	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bern	Bern	Transjurania	Burgundy	Francia	Bern	exact_label	Q70	Bern	city in Switzerland, capital of the canton of Bern and de facto capital of Switzerland	Q70; Q935784; Q11911; Q14649171; Q37477115	Bern; Kościerzyna; Canton of Berne; Bernard; Bern	http://www.wikidata.org/entity/Q70; http://www.wikidata.org/entity/Q935784; http://www.wikidata.org/entity/Q11911; http://www.wikidata.org/entity/Q14649171; http://www.wikidata.org/entity/Q37477115	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_beroe	Beroë	Philippopolis	Bulgaria	Byzantine Empire	Beroë	fuzzy_label	Q3828178	Beroe	genus of ctenophores	Q3828178; Q374254; Q2930007; Q826972; Q826973	Beroe; PFC Beroe Stara Zagora; Beroe; Beroe; Beroe	http://www.wikidata.org/entity/Q3828178; http://www.wikidata.org/entity/Q374254; http://www.wikidata.org/entity/Q2930007; http://www.wikidata.org/entity/Q826972; http://www.wikidata.org/entity/Q826973	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_berry	Berry	Berry	France	Francia	Berry	exact_label	Q827140	Berry	family name	Q827140; Q20830187; Q2899149; Q13184; Q827146	Berry; Berry; Berry; berry; Berry	http://www.wikidata.org/entity/Q827140; http://www.wikidata.org/entity/Q20830187; http://www.wikidata.org/entity/Q2899149; http://www.wikidata.org/entity/Q13184; http://www.wikidata.org/entity/Q827146	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_besancon	Besancon	Upper Burgundy	Burgundy	Francia	Besancon	fuzzy_label	Q37776	Besançon	commune in Doubs, France	Q37776; Q37446816; Q76426271; Q1515369; Q1586486	Besançon; Besancon; Besançon; Besançon R.C.; Besançon Cathedral	http://www.wikidata.org/entity/Q37776; http://www.wikidata.org/entity/Q37446816; http://www.wikidata.org/entity/Q76426271; http://www.wikidata.org/entity/Q1515369; http://www.wikidata.org/entity/Q1586486	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_beszterce	Beszterce	Transylvania	Hungary	Carpathia	Beszterce	fuzzy_label	Q187205	Bistrița	capital of Bistrița-Năsăud County, Romania	Q187205; Q144983; Q181513; Q794129; Q123588527	Bistrița; Banská Bystrica; Bistrița-Năsăud County; Beszterce-Naszód County; The Siege of Beszterce	http://www.wikidata.org/entity/Q187205; http://www.wikidata.org/entity/Q144983; http://www.wikidata.org/entity/Q181513; http://www.wikidata.org/entity/Q794129; http://www.wikidata.org/entity/Q123588527	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bethen	Bethen	Opolania	Poland	West-Slavia	Bethen	fuzzy_label	Q48084431	Bethén	family name	Q48084431; Q666278; Q1156291; Q683331; Q999442	Bethén; Bétheny; Béthencourt-sur-Mer; Bétheniville; Béthencourt	http://www.wikidata.org/entity/Q48084431; http://www.wikidata.org/entity/Q666278; http://www.wikidata.org/entity/Q1156291; http://www.wikidata.org/entity/Q683331; http://www.wikidata.org/entity/Q999442	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bezichi	Bezichi	Luki	Novgorod	Russia	Bezichi	no_result							Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_beziers	Béziers	Languedoc	France	Francia	Béziers	exact_label	Q174019	Béziers	city in Hérault, Occitanie, France	Q174019; Q104591660; Q3330193; Q34397876; Q2801649	Béziers; Béziers; Musée des Beaux-Arts de Béziers; Béziers (Pauly-Wissowa); Béziers railway station	http://www.wikidata.org/entity/Q174019; http://www.wikidata.org/entity/Q104591660; http://www.wikidata.org/entity/Q3330193; http://www.wikidata.org/entity/Q34397876; http://www.wikidata.org/entity/Q2801649	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bigorre	Bigorre	Armagnac	France	Francia	Bigorre	exact_label	Q65098197	Bigorre	family name	Q65098197; Q859779; Q34397909; Q76353930; Q271647	Bigorre; Bigorre; Bigorre (Pauly-Wissowa); Bigorre; Saint-Front	http://www.wikidata.org/entity/Q65098197; http://www.wikidata.org/entity/Q859779; http://www.wikidata.org/entity/Q34397909; http://www.wikidata.org/entity/Q76353930; http://www.wikidata.org/entity/Q271647	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bihar	Bihar	Bihar	Hungary	Carpathia	Bihar	exact_label	Q1165	Bihar	state in eastern India	Q1165; Q134609450; Q37251662; Q57156446; Q1094953	Bihar; Bihar; Bihari; Bihar; Biharia	http://www.wikidata.org/entity/Q1165; http://www.wikidata.org/entity/Q134609450; http://www.wikidata.org/entity/Q37251662; http://www.wikidata.org/entity/Q57156446; http://www.wikidata.org/entity/Q1094953	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bithynia	Bithynia	Optimatoi	Nikaea	Byzantine Empire	Bithynia	exact_label	Q151256	Bithynia	genus of molluscs	Q151256; Q21439901; Q373189; Q835427; Q4918878	Bithynia; Bithynia; Bithynia; Bithynia tentaculata; Bithynia siamensis	http://www.wikidata.org/entity/Q151256; http://www.wikidata.org/entity/Q21439901; http://www.wikidata.org/entity/Q373189; http://www.wikidata.org/entity/Q835427; http://www.wikidata.org/entity/Q4918878	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_biton	Biton	Vuovdisámieana	Sápmi	Scandinavia	Biton	exact_label	Q2904915	Biton	genus of arachnids	Q2904915; Q21510850; Q109528351; Q50739892; Q29789169	Biton; Biton; Biton; Biton; Biton	http://www.wikidata.org/entity/Q2904915; http://www.wikidata.org/entity/Q21510850; http://www.wikidata.org/entity/Q109528351; http://www.wikidata.org/entity/Q50739892; http://www.wikidata.org/entity/Q29789169	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_blankenburg	Blankenburg	Anhalt	East Francia	Holy Roman Empire	Blankenburg	exact_label	Q525960	Blankenburg	town in the district of Harz, Saxony-Anhalt, Germany	Q525960; Q16860094; Q881570; Q693582; Q706263	Blankenburg; Blankenburg; Blankenburg; Blankenburg; Blankenburg	http://www.wikidata.org/entity/Q525960; http://www.wikidata.org/entity/Q16860094; http://www.wikidata.org/entity/Q881570; http://www.wikidata.org/entity/Q693582; http://www.wikidata.org/entity/Q706263	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_blekinge	Blekinge	Skåne	Denmark	Scandinavia	Blekinge	exact_label	Q675653	Blekinge	province in Sweden	Q675653; Q102377; Q1193463; Q28746121; Q10431240	Blekinge; Blekinge County; 1067 mm track gauge; Blekinge County Administrative Board; Blekinge County Constituency	http://www.wikidata.org/entity/Q675653; http://www.wikidata.org/entity/Q102377; http://www.wikidata.org/entity/Q1193463; http://www.wikidata.org/entity/Q28746121; http://www.wikidata.org/entity/Q10431240	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_blois	Blois	Berry	France	Francia	Blois	exact_label	Q160927	Blois	French commune and city in Loir-et-Cher, Centre-Val de Loire	Q160927; Q21509401; Q113128101; Q749188; Q37015226	Blois; Blois; Blois; Blois-sur-Seille; Bloise	http://www.wikidata.org/entity/Q160927; http://www.wikidata.org/entity/Q21509401; http://www.wikidata.org/entity/Q113128101; http://www.wikidata.org/entity/Q749188; http://www.wikidata.org/entity/Q37015226	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bothin	Boðin	Hálogaland	Norway	Scandinavia	Boðin	fuzzy_label	Q23817355	Bodin	family name	Q23817355; Q190944; Q467397; Q4936618; Q15789157	Bodin; Jean Bodin; Bodin Isara; Bodine; Bodini	http://www.wikidata.org/entity/Q23817355; http://www.wikidata.org/entity/Q190944; http://www.wikidata.org/entity/Q467397; http://www.wikidata.org/entity/Q4936618; http://www.wikidata.org/entity/Q15789157	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bodrog	Bodrog	Bacs	Hungary	Carpathia	Bodrog	exact_label	Q1853207	Bodrog	village in Cluj County, Romania	Q1853207; Q828570; Q833077; Q896533; Q107448721	Bodrog; Bodrog; Bodrog; Bodrogu Vechi; Bodrog	http://www.wikidata.org/entity/Q1853207; http://www.wikidata.org/entity/Q828570; http://www.wikidata.org/entity/Q833077; http://www.wikidata.org/entity/Q896533; http://www.wikidata.org/entity/Q107448721	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_boeotia	Boeotia	Athens	Hellas	Byzantine Empire	Boeotia	fuzzy_label	Q8257871	Boeotia Regional Unit	regional unit in Central Greece, Greece	Q8257871; Q187570; Q12748856; Q833665; Q20560661	Boeotia Regional Unit; Boeotia; Boeotia; Boeotian confederation; Boeotia	http://www.wikidata.org/entity/Q8257871; http://www.wikidata.org/entity/Q187570; http://www.wikidata.org/entity/Q12748856; http://www.wikidata.org/entity/Q833665; http://www.wikidata.org/entity/Q20560661	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_boleslav	Boleslav	Bohemia	Bohemia	Holy Roman Empire	Boleslav	exact_label	Q111755551	Boleslav	family name	Q111755551; Q20354469; Q53443; Q11224780; Q156828	Boleslav; Boleslav; Bolesław V the Chaste; Boleslav; Bolesławiec	http://www.wikidata.org/entity/Q111755551; http://www.wikidata.org/entity/Q20354469; http://www.wikidata.org/entity/Q53443; http://www.wikidata.org/entity/Q11224780; http://www.wikidata.org/entity/Q156828	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bologna	Bologna	Romagna	Romagna	Italia	Bologna	exact_label	Q1891	Bologna	city and commune in Emilia-Romagna, Italy	Q1891; Q15111371; Q1893; Q131262; Q16139	Bologna; Bologna; Bologna F.C. 1909; University of Bologna; Province of Bologna	http://www.wikidata.org/entity/Q1891; http://www.wikidata.org/entity/Q15111371; http://www.wikidata.org/entity/Q1893; http://www.wikidata.org/entity/Q131262; http://www.wikidata.org/entity/Q16139	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bordeaux	Bordeaux	Gascogne	France	Francia	Bordeaux	exact_label	Q1479	Bordeaux	city and commune in Gironde, New Aquitaine, France	Q1479; Q37492134; Q1113532; Q1167170; Q172476	Bordeaux; Bordeaux; Bordeaux-Saint-Clair; Bordeaux-en-Gâtinais; FC Girondins de Bordeaux	http://www.wikidata.org/entity/Q1479; http://www.wikidata.org/entity/Q37492134; http://www.wikidata.org/entity/Q1113532; http://www.wikidata.org/entity/Q1167170; http://www.wikidata.org/entity/Q172476	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bornholm	Bornholm	Skåne	Denmark	Scandinavia	Bornholm	exact_label	Q769680	Bornholm	Danish island	Q769680; Q49968548; Q2598329; Q12304177; Q20648649	Bornholm; Bornholm; Bornholm regional municipality; Bornholm greater constituency; BHS-PL Beton Bornholm	http://www.wikidata.org/entity/Q769680; http://www.wikidata.org/entity/Q49968548; http://www.wikidata.org/entity/Q2598329; http://www.wikidata.org/entity/Q12304177; http://www.wikidata.org/entity/Q20648649	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_borsod	Borsod	Ungvár	Hungary	Carpathia	Borsod	fuzzy_label	Q188895	Borsod-Abaúj-Zemplén County	county of Hungary	Q188895; Q18720693; Q37459896; Q4946671; Q32367	Borsod-Abaúj-Zemplén County; Borsod; Borsodi; BorsodChem; Borsod County	http://www.wikidata.org/entity/Q188895; http://www.wikidata.org/entity/Q18720693; http://www.wikidata.org/entity/Q37459896; http://www.wikidata.org/entity/Q4946671; http://www.wikidata.org/entity/Q32367	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bouillon	Bouillon	Luxembourg	Lotharingia	Holy Roman Empire	Bouillon	exact_label	Q20519968	Bouillon	family name	Q20519968; Q843310; Q66311985; Q217216; Q275068	Bouillon; Bouillon; Bouillon; Bouillon; broth	http://www.wikidata.org/entity/Q20519968; http://www.wikidata.org/entity/Q843310; http://www.wikidata.org/entity/Q66311985; http://www.wikidata.org/entity/Q217216; http://www.wikidata.org/entity/Q275068	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_boulogne	Boulogne	Flanders	France	Francia	Boulogne	fuzzy_label	Q172455	Boulogne-Billancourt	French commune in Hauts-de-Seine, Île-de-France	Q172455; Q81997; Q1106579; Q1068336; Q689480	Boulogne-Billancourt; Boulogne-sur-Mer; Boulogne-la-Grasse; Boulogne-sur-Helpe; Boulogne-sur-Gesse	http://www.wikidata.org/entity/Q172455; http://www.wikidata.org/entity/Q81997; http://www.wikidata.org/entity/Q1106579; http://www.wikidata.org/entity/Q1068336; http://www.wikidata.org/entity/Q689480	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bourbon	Bourbon	Bourbon	France	Francia	Bourbon	fuzzy_label	Q829308	Bourbon-Lancy	commune in Saône-et-Loire, France	Q829308; Q58389; Q17070; Q543127; Q627061	Bourbon-Lancy; House of Bourbon; Réunion; bourbon whiskey; Bourbonne-les-Bains	http://www.wikidata.org/entity/Q829308; http://www.wikidata.org/entity/Q58389; http://www.wikidata.org/entity/Q17070; http://www.wikidata.org/entity/Q543127; http://www.wikidata.org/entity/Q627061	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_brabant	Brabant	Brabant	Lotharingia	Holy Roman Empire	Brabant	exact_label	Q37459216	Brabant	family name	Q37459216; Q113128335; Q159856; Q723796; Q934274	Brabant; Brabant; Duchy of Brabant; Brabant-en-Argonne; Brabant-sur-Meuse	http://www.wikidata.org/entity/Q37459216; http://www.wikidata.org/entity/Q113128335; http://www.wikidata.org/entity/Q159856; http://www.wikidata.org/entity/Q723796; http://www.wikidata.org/entity/Q934274	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_braganza	Braganza	Portucale	Galicia	Hispania	Braganza	exact_label	Q37494042	Braganza	family name	Q37494042; Q768261; Q4955380; Q50885585; Q104862443	Braganza; Bragança; Braganza; tronchuda cabbage; Braganza	http://www.wikidata.org/entity/Q37494042; http://www.wikidata.org/entity/Q768261; http://www.wikidata.org/entity/Q4955380; http://www.wikidata.org/entity/Q50885585; http://www.wikidata.org/entity/Q104862443	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_braila	Brăila	Muntenia	Wallachia	Carpathia	Brăila	exact_label	Q188478	Brăila	city in Brăila County, Muntenia, Romania	Q188478; Q188503; Q12084844; Q16898152; Q12728802	Brăila; Brăila County; Brăila; Brăila; Brăila	http://www.wikidata.org/entity/Q188478; http://www.wikidata.org/entity/Q188503; http://www.wikidata.org/entity/Q12084844; http://www.wikidata.org/entity/Q16898152; http://www.wikidata.org/entity/Q12728802	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_brandenburg	Brandenburg	Nordmark	Pomerania	Baltic Empire	Brandenburg	fuzzy_label	Q3931	Brandenburg an der Havel	city in Brandenburg, Germany	Q3931; Q1208; Q897887; Q3180863; Q4956662	Brandenburg an der Havel; Brandenburg; Brandenburg; Brandenburg; Brandenburg Central Station	http://www.wikidata.org/entity/Q3931; http://www.wikidata.org/entity/Q1208; http://www.wikidata.org/entity/Q897887; http://www.wikidata.org/entity/Q3180863; http://www.wikidata.org/entity/Q4956662	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_branicevo	Braničevo	Vidin	Bulgaria	Byzantine Empire	Braničevo	fuzzy_label	Q861539	Braničevo District	District of Serbia	Q861539; Q2923827; Q4957424; Q3396259; Q16150626	Braničevo District; Braničevo; Braničevo; Braničevo Fortress; Braničevo District League	http://www.wikidata.org/entity/Q861539; http://www.wikidata.org/entity/Q2923827; http://www.wikidata.org/entity/Q4957424; http://www.wikidata.org/entity/Q3396259; http://www.wikidata.org/entity/Q16150626	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_braslau	Braslau	Lithuania	Lithuania	Baltic Empire	Braslau	fuzzy_label	Q628623	Braslaw	city in Belarus	Q628623; Q1517382; Q13470393; Q106117450; Q20189074	Braslaw; Braslaŭ District; Braslaw Lakes National Park; Braslauer; Braslaŭskaja Luka	http://www.wikidata.org/entity/Q628623; http://www.wikidata.org/entity/Q1517382; http://www.wikidata.org/entity/Q13470393; http://www.wikidata.org/entity/Q106117450; http://www.wikidata.org/entity/Q20189074	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_brunswick	Braunschweig	Ostfalen	East Francia	Holy Roman Empire	Braunschweig	fuzzy_label	Q2773	Brunswick	city in Lower Saxony, Germany	Q2773; Q901859; Q1008020; Q326029; Q36935387	Brunswick; Braunschweig; Braunschweig (electoral district); Duchy of Brunswick; Braunschweig	http://www.wikidata.org/entity/Q2773; http://www.wikidata.org/entity/Q901859; http://www.wikidata.org/entity/Q1008020; http://www.wikidata.org/entity/Q326029; http://www.wikidata.org/entity/Q36935387	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_breifne	Breifne	Connacht	Ireland	Britannia	Breifne	exact_label	Q67219625	Breifne	Journal devoted to the territory formerly comprising the kingdom of Breifne	Q67219625; Q56064277; Q4960420; Q905131; Q16824250	Breifne; Breifne Mountains; Breifne O'Brien; Kingdom of Breifne; West Breifne	http://www.wikidata.org/entity/Q67219625; http://www.wikidata.org/entity/Q56064277; http://www.wikidata.org/entity/Q4960420; http://www.wikidata.org/entity/Q905131; http://www.wikidata.org/entity/Q16824250	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_breisgau	Breisgau	Alsace	East Francia	Holy Roman Empire	Breisgau	exact_label	Q690971	Breisgau	region in the southwest of Baden-Württemberg with the center of Freiburg im Breisgau	Q690971; Q8195; Q1463379; Q15817440; Q131389536	Breisgau; Breisgau-Hochschwarzwald; Breisgau; Breisgauer Narrenzunft Freiburg; Breisgauer Nachrichten	http://www.wikidata.org/entity/Q690971; http://www.wikidata.org/entity/Q8195; http://www.wikidata.org/entity/Q1463379; http://www.wikidata.org/entity/Q15817440; http://www.wikidata.org/entity/Q131389536	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bremen	Bremen	Angria	East Francia	Holy Roman Empire	Bremen	exact_label	Q24879	Bremen	city in the Bremen federated state, Germany	Q24879; Q1209; Q631094; Q907348; Q907350	Bremen; Bremen; Bremen Hauptbahnhof; Bremen; Bremen	http://www.wikidata.org/entity/Q24879; http://www.wikidata.org/entity/Q1209; http://www.wikidata.org/entity/Q631094; http://www.wikidata.org/entity/Q907348; http://www.wikidata.org/entity/Q907350	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_brene	Brene	Lausitz	East Francia	Holy Roman Empire	Brene	fuzzy_label	Q851374	Brenelle	commune in Aisne, France	Q851374; Q3340395; Q1304768; Q16860400; Q37489591	Brenelle; Nicolas-Guy Brenet; Brenesia; Brenes; Brener	http://www.wikidata.org/entity/Q851374; http://www.wikidata.org/entity/Q3340395; http://www.wikidata.org/entity/Q1304768; http://www.wikidata.org/entity/Q16860400; http://www.wikidata.org/entity/Q37489591	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_brescia	Brescia	Lombardy	Italy	Italia	Brescia	exact_label	Q6221	Brescia	Italian city in Lombardy	Q6221; Q16144; Q16860406; Q6651; Q302497	Brescia; Province of Brescia; Brescia; Brescia Calcio; mandolin	http://www.wikidata.org/entity/Q6221; http://www.wikidata.org/entity/Q16144; http://www.wikidata.org/entity/Q16860406; http://www.wikidata.org/entity/Q6651; http://www.wikidata.org/entity/Q302497	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_breslau	Breslau	Silesia	Poland	West-Slavia	Breslau	fuzzy_label	Q1799	Wrocław	city in the Lower Silesian Voivodeship, southwestern Poland, and historical capital of Silesia	Q1799; Q37574290; Q4961852; Q4961857; Q37064666	Wrocław; Breslau; Breslau; Breslau; Breslauer	http://www.wikidata.org/entity/Q1799; http://www.wikidata.org/entity/Q37574290; http://www.wikidata.org/entity/Q4961852; http://www.wikidata.org/entity/Q4961857; http://www.wikidata.org/entity/Q37064666	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
