ck_id	county	duchy	kingdom_1066	empire_1066	search_query	match_status	top_qid	top_label	top_description	candidate_qids	candidate_labels	candidate_urls	notes
c_chandax	Chandax	Krete	Krete	Byzantine Empire	Chandax	fuzzy_label	Q50964761	Chandax (Pauly-Wissowa)	encyclopedic article in Paulys Realencyclopädie der classischen Altertumswissenschaft (RE)	Q50964761; Q160544	Chandax (Pauly-Wissowa); Heraklion	http://www.wikidata.org/entity/Q50964761; http://www.wikidata.org/entity/Q160544	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_chania	Chania	Krete	Krete	Byzantine Empire	Chania	exact_label	Q182299	Chania	city in Crete, Greece	Q182299; Q28834536; Q12875801; Q12876839; Q12885961	Chania; Chania; Chania Municipality; Chania; Chania (Magnesia)	http://www.wikidata.org/entity/Q182299; http://www.wikidata.org/entity/Q28834536; http://www.wikidata.org/entity/Q12875801; http://www.wikidata.org/entity/Q12876839; http://www.wikidata.org/entity/Q12885961	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_charsianon	Charsianon	Charsianon	Anatolia	Byzantine Empire	Charsianon	exact_label	Q509365	Charsianon	Byzantine district (theme)	Q509365	Charsianon	http://www.wikidata.org/entity/Q509365	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cherso	Charso	Croatia	Croatia	Byzantine Empire	Charso	fuzzy_label	Q580108	Charsonville	commune in Loiret, France	Q580108; Q117714230; Q25425052; Q20110003; Q5086694	Charsonville; Charsou Mall; Charsou Cineplex; Charsoo; Charsoo Awantipora	http://www.wikidata.org/entity/Q580108; http://www.wikidata.org/entity/Q117714230; http://www.wikidata.org/entity/Q25425052; http://www.wikidata.org/entity/Q20110003; http://www.wikidata.org/entity/Q5086694	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_chartres	Chartres	Orleans	France	Francia	Chartres	exact_label	Q130272	Chartres	commune in Eure-et-Loir, France	Q130272; Q56254935; Q548367; Q458688; Q140229292	Chartres; Chartres; Chartres-de-Bretagne; Prince Ferdinand Philippe, Duke of Orléans; Chartres	http://www.wikidata.org/entity/Q130272; http://www.wikidata.org/entity/Q56254935; http://www.wikidata.org/entity/Q548367; http://www.wikidata.org/entity/Q458688; http://www.wikidata.org/entity/Q140229292	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_torun	Chełmno	Masuria	Lithuania	Baltic Empire	Chełmno	exact_label	Q161962	Chełmno	city and urban gmina of Poland	Q161962; Q617789; Q160152; Q772520; Q5094711	Chełmno; Gmina Chełmno; Chełmno extermination camp; Chełmno County; Chełmno	http://www.wikidata.org/entity/Q161962; http://www.wikidata.org/entity/Q617789; http://www.wikidata.org/entity/Q160152; http://www.wikidata.org/entity/Q772520; http://www.wikidata.org/entity/Q5094711	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_chernigov	Chernigov	Chernigov	Ruthenia	Russia	Chernigov	fuzzy_label	Q157053	Chernihiv	capital city of Chernihiv Oblast in northeastern Ukraine	Q157053; Q545958; Q55425666; Q2010558; Q12170078	Chernihiv; Chernigov Governorate; Chernigov; Chernihivka Raion; Chernigov County	http://www.wikidata.org/entity/Q157053; http://www.wikidata.org/entity/Q545958; http://www.wikidata.org/entity/Q55425666; http://www.wikidata.org/entity/Q2010558; http://www.wikidata.org/entity/Q12170078	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cherven	Cherven	Cherven Cities	Galicia-Volhynia	West-Slavia	Cherven	fuzzy_label	Q201458	Červień	city in Belarus	Q201458; Q2654824; Q4511962; Q37511331; Q56537995	Červień; Cherven; Cherven; Cherven; Chervenkov	http://www.wikidata.org/entity/Q201458; http://www.wikidata.org/entity/Q2654824; http://www.wikidata.org/entity/Q4511962; http://www.wikidata.org/entity/Q37511331; http://www.wikidata.org/entity/Q56537995	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cheshire	Cheshire	Lancaster	England	Britannia	Cheshire	exact_label	Q67287495	Cheshire	historic county of England	Q67287495; Q755226; Q23064; Q1070591; Q131722725	Cheshire; Cheshire; Cheshire; Cheshire West and Chester; Cheshire	http://www.wikidata.org/entity/Q67287495; http://www.wikidata.org/entity/Q755226; http://www.wikidata.org/entity/Q23064; http://www.wikidata.org/entity/Q1070591; http://www.wikidata.org/entity/Q131722725	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_chilia	Chilia	Bugeac	Moldavia	Carpathia	Chilia	exact_label	Q21446872	Chilia	genus of birds	Q21446872; Q298; Q889966; Q28147497; Q36507	Chilia; Chile; Kiliia; Chiliadenus montanus; millennium	http://www.wikidata.org/entity/Q21446872; http://www.wikidata.org/entity/Q298; http://www.wikidata.org/entity/Q889966; http://www.wikidata.org/entity/Q28147497; http://www.wikidata.org/entity/Q36507	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_chios	Chios	Aegean Islands	Thessalonika	Byzantine Empire	Chios	exact_label	Q160483	Chios	Greek island in the Aegean Sea	Q160483; Q748832; Q1690590; Q12876840; Q16332718	Chios; Chios; Chios Municipality; Chios; Chios Regional Unit	http://www.wikidata.org/entity/Q160483; http://www.wikidata.org/entity/Q748832; http://www.wikidata.org/entity/Q1690590; http://www.wikidata.org/entity/Q12876840; http://www.wikidata.org/entity/Q16332718	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_choklema	Choklema	Vologda	Bjarmaland	Russia	Choklema	no_result							Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_chonae	Chonae	Thracesia	Nikaea	Byzantine Empire	Chonae	exact_label	Q1076036	Chonae	Byzantine city near ancient Colossae	Q1076036; Q1023136; Q1001370	Chonae; Honaz; Colossae	http://www.wikidata.org/entity/Q1076036; http://www.wikidata.org/entity/Q1023136; http://www.wikidata.org/entity/Q1001370	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_chornobyl	Chornobyl	Kyiv	Ruthenia	Russia	Chornobyl	fuzzy_label	Q129677	Chernobyl	partially abandoned city in Kyiv Oblast, Ukraine	Q129677; Q486; Q215419; Q1050926; Q797427	Chernobyl; Chernobyl disaster; Chernobyl Nuclear Power Plant; Chernobyl Exclusion Zone; Chernobyl Raion	http://www.wikidata.org/entity/Q129677; http://www.wikidata.org/entity/Q486; http://www.wikidata.org/entity/Q215419; http://www.wikidata.org/entity/Q1050926; http://www.wikidata.org/entity/Q797427	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cieszyn	Cieszyn	Opolania	Poland	West-Slavia	Cieszyn	exact_label	Q321197	Cieszyn	border town in southern Poland and the administrative seat of Cieszyn County, Silesian Voivodeship	Q321197; Q1140732; Q33664317; Q37549545; Q1091812	Cieszyn; Cieszyn County; Cieszyn; Cieszynski; Cieszyn, West Pomeranian Voivodeship	http://www.wikidata.org/entity/Q321197; http://www.wikidata.org/entity/Q1140732; http://www.wikidata.org/entity/Q33664317; http://www.wikidata.org/entity/Q37549545; http://www.wikidata.org/entity/Q1091812	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cilicia	Cilicia	Cilicia	Anatolia	Byzantine Empire	Cilicia	exact_label	Q83646116	Cilicia	ship built in 2000	Q83646116; Q620864; Q4819648; Q1500062; Q15794468	Cilicia; Cilicia; Cilicia; Pompeiopolis in Cilicia; Cilicia	http://www.wikidata.org/entity/Q83646116; http://www.wikidata.org/entity/Q620864; http://www.wikidata.org/entity/Q4819648; http://www.wikidata.org/entity/Q1500062; http://www.wikidata.org/entity/Q15794468	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_clermont	Clermont	Valois	France	Francia	Clermont	fuzzy_label	Q42168	Clermont-Ferrand	commune in Puy-de-Dôme, France	Q42168; Q462534; Q546582; Q142182; Q1048675	Clermont-Ferrand; Clermont; Clermont; Clermont; Clermont	http://www.wikidata.org/entity/Q42168; http://www.wikidata.org/entity/Q462534; http://www.wikidata.org/entity/Q546582; http://www.wikidata.org/entity/Q142182; http://www.wikidata.org/entity/Q1048675	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_clermont_sur_allier	Clermont-sur-Allier	Auvergne	France	Francia	Clermont-sur-Allier	no_result							Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cleves	Cleves	Jülich	Lotharingia	Holy Roman Empire	Cleves	fuzzy_label	Q6842	Kleve	town in Kleve District, in North Rhine-Westphalia, Germany	Q6842; Q37438812; Q667720; Q113834668; Q19461052	Kleve; Cleves; Cleves; All the Way; Cleves	http://www.wikidata.org/entity/Q6842; http://www.wikidata.org/entity/Q37438812; http://www.wikidata.org/entity/Q667720; http://www.wikidata.org/entity/Q113834668; http://www.wikidata.org/entity/Q19461052	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_coburg	Coburg	East Franconia	East Francia	Holy Roman Empire	Coburg	exact_label	Q14821	Coburg	town in Bavaria, Germany	Q14821; Q10440; Q647356; Q68771; Q1104813	Coburg; Coburg; Coburg; Prince Josias of Coburg; Coburger Convent der akademischen Landsmannschaften und Turnerschaften	http://www.wikidata.org/entity/Q14821; http://www.wikidata.org/entity/Q10440; http://www.wikidata.org/entity/Q647356; http://www.wikidata.org/entity/Q68771; http://www.wikidata.org/entity/Q1104813	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_coimbra	Coimbra	Coimbra	Galicia	Hispania	Coimbra	exact_label	Q45412	Coimbra	municipality in Portugal	Q45412; Q3348861; Q17460815; Q244517; Q1781535	Coimbra; Coimbra; Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu); Coimbra; Sé Nova	http://www.wikidata.org/entity/Q45412; http://www.wikidata.org/entity/Q3348861; http://www.wikidata.org/entity/Q17460815; http://www.wikidata.org/entity/Q244517; http://www.wikidata.org/entity/Q1781535	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_colmar	Colmar	Alsace	East Francia	Holy Roman Empire	Colmar	exact_label	Q130994	Colmar	commune in Haut-Rhin, France	Q130994; Q108915170; Q51434; Q457023; Q20969306	Colmar; Colmar; Chodzież; Colmars; Colmar	http://www.wikidata.org/entity/Q130994; http://www.wikidata.org/entity/Q108915170; http://www.wikidata.org/entity/Q51434; http://www.wikidata.org/entity/Q457023; http://www.wikidata.org/entity/Q20969306	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
