ck_id	county	duchy	kingdom_1066	empire_1066	search_query	match_status	top_qid	top_label	top_description	candidate_qids	candidate_labels	candidate_urls	notes
c_cologne	Cologne	Lower Lotharingia	Lotharingia	Holy Roman Empire	Cologne	exact_label	Q365	Cologne	most populous city in North Rhine-Westphalia, Germany	Q365; Q1070283; Q54096; Q104064; Q124064233	Cologne; Cologne; University of Cologne; Cologne; Cologne	http://www.wikidata.org/entity/Q365; http://www.wikidata.org/entity/Q1070283; http://www.wikidata.org/entity/Q54096; http://www.wikidata.org/entity/Q104064; http://www.wikidata.org/entity/Q124064233	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_colonea	Colonea	Chaldia	Pontus	Byzantine Empire	Colonea	no_result							Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_comminges	Comminges	Armagnac	France	Francia	Comminges	exact_label	Q104540575	Comminges	family name	Q104540575; Q640024; Q2304467; Q109507737; Q18736689	Comminges; Comminges; list of counts of Comminges; Comminges Saint-Gaudens Football 2014; Comminges and Adelaide in the Trappist Monastery	http://www.wikidata.org/entity/Q104540575; http://www.wikidata.org/entity/Q640024; http://www.wikidata.org/entity/Q2304467; http://www.wikidata.org/entity/Q109507737; http://www.wikidata.org/entity/Q18736689	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_como	Como	Lombardy	Italy	Italia	Como	exact_label	Q1308	Como	Italian city	Q1308; Q16161; Q1120838; Q59670; Q1414874	Como; Province of Como; Como 1907; Columbia; comorbidity	http://www.wikidata.org/entity/Q1308; http://www.wikidata.org/entity/Q16161; http://www.wikidata.org/entity/Q1120838; http://www.wikidata.org/entity/Q59670; http://www.wikidata.org/entity/Q1414874	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_constanta	Constanta	Dobrudja	Bulgaria	Byzantine Empire	Constanta	fuzzy_label	Q79808	Constanța	city in Constanța County, Romania	Q79808; Q86589075; Q188505; Q59615461; Q123820509	Constanța; Constanta; Constanța County; Constanța Railway Station; Constanta	http://www.wikidata.org/entity/Q79808; http://www.wikidata.org/entity/Q86589075; http://www.wikidata.org/entity/Q188505; http://www.wikidata.org/entity/Q59615461; http://www.wikidata.org/entity/Q123820509	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cordoba	Cordoba	Cordoba	Andalusia	Hispania	Cordoba	fuzzy_label	Q5818	Córdoba	municipality in the province of Córdoba, Spain	Q5818; Q44759; Q44210; Q234912; Q81972	Córdoba; Córdoba Province; Córdoba; Córdoba Department; Córdoba Province	http://www.wikidata.org/entity/Q5818; http://www.wikidata.org/entity/Q44759; http://www.wikidata.org/entity/Q44210; http://www.wikidata.org/entity/Q234912; http://www.wikidata.org/entity/Q81972	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cornouaille	Cornouaille	Brittany	Brittany	Francia	Cornouaille	exact_label	Q1134273	Cornouaille	historic province of Brittanny	Q1134273; Q3446159; Q1947348; Q2924573; Q2997562	Cornouaille; Cornouaille; Festival de Cornouaille; Cornouaille Breton; Cornouaille cider	http://www.wikidata.org/entity/Q1134273; http://www.wikidata.org/entity/Q3446159; http://www.wikidata.org/entity/Q1947348; http://www.wikidata.org/entity/Q2924573; http://www.wikidata.org/entity/Q2997562	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cornwall	Cornwall	Cornwall	England	Britannia	Cornwall	exact_label	Q23148	Cornwall	historic county of England and Celtic nation	Q23148; Q37085529; Q113128304; Q22338583; Q21916728	Cornwall; Cornwall; Cornwall; Cornwall; Cornwall	http://www.wikidata.org/entity/Q23148; http://www.wikidata.org/entity/Q37085529; http://www.wikidata.org/entity/Q113128304; http://www.wikidata.org/entity/Q22338583; http://www.wikidata.org/entity/Q21916728	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_coruna	Coruna	Galicia	Galicia	Hispania	Coruna	fuzzy_label	Q8757	A Coruña	city and municipality in the province of A Coruña, Galicia, Spain	Q8757; Q14358071; Q3906506; Q20541503; Q24010533	A Coruña; Coruna; Corunastylis; Coruña The Style Outlets; Coruña del Conde	http://www.wikidata.org/entity/Q8757; http://www.wikidata.org/entity/Q14358071; http://www.wikidata.org/entity/Q3906506; http://www.wikidata.org/entity/Q20541503; http://www.wikidata.org/entity/Q24010533	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cosenza	Cosenza	Calabria	Sicily	Byzantine Empire	Cosenza	exact_label	Q37304112	Cosenza	family name	Q37304112; Q13619; Q1136016; Q16162; Q136671371	Cosenza; Cosenza; Cosenza Calcio; Province of Cosenza; Cosenza	http://www.wikidata.org/entity/Q37304112; http://www.wikidata.org/entity/Q13619; http://www.wikidata.org/entity/Q1136016; http://www.wikidata.org/entity/Q16162; http://www.wikidata.org/entity/Q136671371	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cottbus	Cottbus	Meissen	East Francia	Holy Roman Empire	Cottbus	exact_label	Q3214	Cottbus	city in Brandenburg, Germany	Q3214; Q324997; Q31939750; Q48046; Q31939757	Cottbus; Cottbus central station; Cottbus; Cottbus District; Cottbus	http://www.wikidata.org/entity/Q3214; http://www.wikidata.org/entity/Q324997; http://www.wikidata.org/entity/Q31939750; http://www.wikidata.org/entity/Q48046; http://www.wikidata.org/entity/Q31939757	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_craiova	Craiova	Oltenia	Wallachia	Carpathia	Craiova	exact_label	Q168057	Craiova	city in Dolj County, Romania	Q168057; Q59615775; Q16898248; Q44864980; Q5181794	Craiova; Craiova railway station; Craiova; Craiova seen from the carriage; Craiova River	http://www.wikidata.org/entity/Q168057; http://www.wikidata.org/entity/Q59615775; http://www.wikidata.org/entity/Q16898248; http://www.wikidata.org/entity/Q44864980; http://www.wikidata.org/entity/Q5181794	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cremona	Cremona	Lombardy	Italy	Italia	Cremona	exact_label	Q6231	Cremona	Italian city in Lombardy	Q6231; Q16163; Q37280184; Q5184102; Q154789	Cremona; Province of Cremona; Cremona; Cremona; 486 Cremona	http://www.wikidata.org/entity/Q6231; http://www.wikidata.org/entity/Q16163; http://www.wikidata.org/entity/Q37280184; http://www.wikidata.org/entity/Q5184102; http://www.wikidata.org/entity/Q154789	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_csanad	Csanad	Temes	Hungary	Carpathia	Csanad	fuzzy_label	Q174336	Csanád	male given name	Q174336; Q57093594; Q5191560; Q85959466; Q132125308	Csanád; Csanad Z Bachrati; Csanád; Csanády; Csanád	http://www.wikidata.org/entity/Q174336; http://www.wikidata.org/entity/Q57093594; http://www.wikidata.org/entity/Q5191560; http://www.wikidata.org/entity/Q85959466; http://www.wikidata.org/entity/Q132125308	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_csongrad	Csongrad	Bacs	Hungary	Carpathia	Csongrad	fuzzy_label	Q649214	Csongrád	city in Csongrád county, Hungary	Q649214; Q193031; Q874195; Q853114; Q22043407	Csongrád; Csongrád-Csanád County; Csongrád County; Csongrád District; Csongrád railway station	http://www.wikidata.org/entity/Q649214; http://www.wikidata.org/entity/Q193031; http://www.wikidata.org/entity/Q874195; http://www.wikidata.org/entity/Q853114; http://www.wikidata.org/entity/Q22043407	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cuellar	Cuellar	Castile	Castile	Hispania	Cuellar	exact_label	Q16865925	Cuellar	family name	Q16865925; Q1631311; Q24001796; Q20137819; Q50606434	Cuellar; Cuéllar; Cuéllar; Cuéllar; Cuéllar	http://www.wikidata.org/entity/Q16865925; http://www.wikidata.org/entity/Q1631311; http://www.wikidata.org/entity/Q24001796; http://www.wikidata.org/entity/Q20137819; http://www.wikidata.org/entity/Q50606434	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cuenca	Cuenca	Toledo	Andalusia	Hispania	Cuenca	exact_label	Q15098	Cuenca	municipality and capital of the province of Cuenca, Spain	Q15098; Q54886; Q16865927; Q59287; Q54888	Cuenca; Cuenca; Cuenca; Cuenca; Cuenca Province	http://www.wikidata.org/entity/Q15098; http://www.wikidata.org/entity/Q54886; http://www.wikidata.org/entity/Q16865927; http://www.wikidata.org/entity/Q59287; http://www.wikidata.org/entity/Q54888	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cumberland	Cumberland	Northumbria	England	Britannia	Cumberland	exact_label	Q23360	Cumberland	historic county of England	Q23360; Q16865942; Q5355292; Q4210774; Q5193981	Cumberland; Cumberland; Cumberland; Cumberland; Cumberland	http://www.wikidata.org/entity/Q23360; http://www.wikidata.org/entity/Q16865942; http://www.wikidata.org/entity/Q5355292; http://www.wikidata.org/entity/Q4210774; http://www.wikidata.org/entity/Q5193981	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_cuneo	Cuneo	Piedmonte	Italy	Italia	Cuneo	exact_label	Q5968	Cuneo	city and comune in Piedmont, Northern Italy	Q5968; Q259503; Q15091; Q87236039; Q21466176	Cuneo; Cuneo; Province of Cuneo; Cúneo; Cyrus Cuneo	http://www.wikidata.org/entity/Q5968; http://www.wikidata.org/entity/Q259503; http://www.wikidata.org/entity/Q15091; http://www.wikidata.org/entity/Q87236039; http://www.wikidata.org/entity/Q21466176	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_czerska	Czersk	Mazovia	Poland	West-Slavia	Czersk	fuzzy_label	Q550713	Gmina Czersk	urban-rural gmina of Poland	Q550713; Q1015160; Q997018; Q2570174; Q5202040	Gmina Czersk; Czersk; Czersk; Czersk Świecki; Czerski	http://www.wikidata.org/entity/Q550713; http://www.wikidata.org/entity/Q1015160; http://www.wikidata.org/entity/Q997018; http://www.wikidata.org/entity/Q2570174; http://www.wikidata.org/entity/Q5202040	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_dal	Dal	Västergötland	Sweden	Scandinavia	Dal	fuzzy_label	Q39816	valley	low area between hills, often with a river running through it	Q39816; Q16557; Q30250614; Q483261; Q745866	valley; Dallas; Dal; dalton; Dallas Museum of Art	http://www.wikidata.org/entity/Q39816; http://www.wikidata.org/entity/Q16557; http://www.wikidata.org/entity/Q30250614; http://www.wikidata.org/entity/Q483261; http://www.wikidata.org/entity/Q745866	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_dalabergslagen	Dalabergslagen	Bergslagen	Sweden	Scandinavia	Dalabergslagen	exact_label	Q3891624	Dalabergslagen	part of Dalarna, Sweden	Q3891624	Dalabergslagen	http://www.wikidata.org/entity/Q3891624	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_dannenberg	Dannenberg	Ostfalen	East Francia	Holy Roman Empire	Dannenberg	exact_label	Q16868402	Dannenberg	family name	Q16868402; Q495745; Q800642; Q83345664; Q31781003	Dannenberg; Dannenberg (Elbe); Dannenberg Ost station; Dannenberger; Dannenberg	http://www.wikidata.org/entity/Q16868402; http://www.wikidata.org/entity/Q495745; http://www.wikidata.org/entity/Q800642; http://www.wikidata.org/entity/Q83345664; http://www.wikidata.org/entity/Q31781003	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_debar	Debar	Dyrrachion	Epirus	Byzantine Empire	Debar	exact_label	Q689820	Debar	town in North Macedonia	Q689820; Q37556786; Q10467497; Q113383791; Q1344996	Debar; Debar; Debaryomyces hansenii; Debarati Roy; Debar Municipality	http://www.wikidata.org/entity/Q689820; http://www.wikidata.org/entity/Q37556786; http://www.wikidata.org/entity/Q10467497; http://www.wikidata.org/entity/Q113383791; http://www.wikidata.org/entity/Q1344996	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_demetrias	Demetrias	Thessali	Thessalonika	Byzantine Empire	Demetrias	exact_label	Q1380289	Demetrias	genus of beetles	Q1380289; Q50741361; Q1150349; Q3625008; Q1185442	Demetrias; Demetrias; Demetrias; Anicia Demetrias; Demetrias	http://www.wikidata.org/entity/Q1380289; http://www.wikidata.org/entity/Q50741361; http://www.wikidata.org/entity/Q1150349; http://www.wikidata.org/entity/Q3625008; http://www.wikidata.org/entity/Q1185442	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_denia	Denia	València	Valencia	Hispania	Denia	fuzzy_label	Q646725	Dénia	municipality of Spain	Q646725; Q21484608; Q567869; Q47537081; Q25614599	Dénia; Deniau; anosognosia; Denia; Deniaud	http://www.wikidata.org/entity/Q646725; http://www.wikidata.org/entity/Q21484608; http://www.wikidata.org/entity/Q567869; http://www.wikidata.org/entity/Q47537081; http://www.wikidata.org/entity/Q25614599	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_derby	Derby	Lancaster	England	Britannia	Derby	exact_label	Q755197	Derby	city in New Haven County, Connecticut, United States	Q755197; Q16869522; Q43475; Q19470; Q5261403	Derby; Derby; Derby; Derby County F.C.; Derby	http://www.wikidata.org/entity/Q755197; http://www.wikidata.org/entity/Q16869522; http://www.wikidata.org/entity/Q43475; http://www.wikidata.org/entity/Q19470; http://www.wikidata.org/entity/Q5261403	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_desmond	Desmond	Munster	Ireland	Britannia	Desmond	exact_label	Q21512357	Desmond	family name	Q21512357; Q19826481; Q43033; Q29092; Q311132	Desmond; Desmond; Desmond Tutu; Desmond Llewelyn; Desmond Morris	http://www.wikidata.org/entity/Q21512357; http://www.wikidata.org/entity/Q19826481; http://www.wikidata.org/entity/Q43033; http://www.wikidata.org/entity/Q29092; http://www.wikidata.org/entity/Q311132	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
