ck_id	county	duchy	kingdom_1066	empire_1066	search_query	match_status	top_qid	top_label	top_description	candidate_qids	candidate_labels	candidate_urls	notes
c_auvergne	Auvergne	Auvergne	France	Francia	Auvergne	exact_label	Q1152	Auvergne	cultural and historical region of France	Q1152; Q2873104; Q63890988; Q18338206; Q1193946	Auvergne; Auvergne; Auvergne; Auvergne-Rhône-Alpes; Auvergne	http://www.wikidata.org/entity/Q1152; http://www.wikidata.org/entity/Q2873104; http://www.wikidata.org/entity/Q63890988; http://www.wikidata.org/entity/Q18338206; http://www.wikidata.org/entity/Q1193946	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_auxerre	Auxerre	Burgundy	France	Francia	Auxerre	exact_label	Q167600	Auxerre	prefecture and commune in Bourgogne-Franche-Comté, France	Q167600; Q182876; Q1518999; Q110148561; Q19992632	Auxerre; AJ Auxerre; Auxerre Cathedral; Auxerre; Auxerre (Pauly-Wissowa)	http://www.wikidata.org/entity/Q167600; http://www.wikidata.org/entity/Q182876; http://www.wikidata.org/entity/Q1518999; http://www.wikidata.org/entity/Q110148561; http://www.wikidata.org/entity/Q19992632	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_avalois	Avalois	Burgundy	France	Francia	Avalois	no_result							Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_aveiro	Aveiro	Coimbra	Galicia	Hispania	Aveiro	exact_label	Q485581	Aveiro	municipality in Portugal	Q485581; Q210527; Q134913949; Q59661572; Q790342	Aveiro; Aveiro; Aveiro; Aveiro; Aveiro	http://www.wikidata.org/entity/Q485581; http://www.wikidata.org/entity/Q210527; http://www.wikidata.org/entity/Q134913949; http://www.wikidata.org/entity/Q59661572; http://www.wikidata.org/entity/Q790342	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_avila	Avila	León	León	Hispania	Avila	fuzzy_label	Q15688	Ávila	municipality in Castile and León, Spain	Q15688; Q29179393; Q60589203; Q55288; Q55695431	Ávila; Avila; Avila; Province of Ávila; Ávila City	http://www.wikidata.org/entity/Q15688; http://www.wikidata.org/entity/Q29179393; http://www.wikidata.org/entity/Q60589203; http://www.wikidata.org/entity/Q55288; http://www.wikidata.org/entity/Q55695431	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_aviovara	Aviovara	Duortnoseatnu	Sápmi	Scandinavia	Aviovara	fuzzy_label	Q11853669	Aviovarallisuusoikeus		Q11853669	Aviovarallisuusoikeus	http://www.wikidata.org/entity/Q11853669	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_avlonas	Avlonas	Dyrrachion	Epirus	Byzantine Empire	Avlonas	exact_label	Q389439	Avlonas	town in Attica, Greece	Q389439; Q3561383; Q21601855; Q15634813; Q12884436	Avlonas; Avlonas; Avlonas; Avlonas; Avlonas railway station	http://www.wikidata.org/entity/Q389439; http://www.wikidata.org/entity/Q3561383; http://www.wikidata.org/entity/Q21601855; http://www.wikidata.org/entity/Q15634813; http://www.wikidata.org/entity/Q12884436	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_avranches	Avranches	Normandy	France	Francia	Avranches	exact_label	Q204430	Avranches	commune in Manche, France	Q204430; Q66370822; Q2709420; Q65560346; Q19992648	Avranches; Avranches; Avranches; Avranches; Avranches (Pauly-Wissowa)	http://www.wikidata.org/entity/Q204430; http://www.wikidata.org/entity/Q66370822; http://www.wikidata.org/entity/Q2709420; http://www.wikidata.org/entity/Q65560346; http://www.wikidata.org/entity/Q19992648	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_ayrshire	Ayrshire	Strathclyde	Scotland	Britannia	Ayrshire	exact_label	Q793283	Ayrshire	county in Scotland	Q793283; Q2484891; Q4831674; Q4831676; Q17582099	Ayrshire; Ayrshire; Ayrshire; Ayrshire; Ayrshire	http://www.wikidata.org/entity/Q793283; http://www.wikidata.org/entity/Q2484891; http://www.wikidata.org/entity/Q4831674; http://www.wikidata.org/entity/Q4831676; http://www.wikidata.org/entity/Q17582099	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_aytos	Aytos	Moesia	Bulgaria	Byzantine Empire	Aytos	exact_label	Q275178	Aytos	city in Aytos municipality, Burgas oblast, Bulgaria	Q275178; Q2001782; Q54415181; Q123951428; Q9142972	Aytos; Aytos; Aytos; Aytos; Aytoska reka	http://www.wikidata.org/entity/Q275178; http://www.wikidata.org/entity/Q2001782; http://www.wikidata.org/entity/Q54415181; http://www.wikidata.org/entity/Q123951428; http://www.wikidata.org/entity/Q9142972	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_azysia	Azysia	Sebasteia	Pontus	Byzantine Empire	Azysia	no_result							Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_babruysk	Babruysk	Pinsk	White Rus'	Russia	Babruysk	exact_label	Q207294	Babruysk	city in Belarus	Q207294; Q832781; Q1969481; Q1704354; Q2395560	Babruysk; Babruysk Voblast; Babruysk-Bychaŭ Eparchy; Babruysk Theatre; Babruysk Fortress	http://www.wikidata.org/entity/Q207294; http://www.wikidata.org/entity/Q832781; http://www.wikidata.org/entity/Q1969481; http://www.wikidata.org/entity/Q1704354; http://www.wikidata.org/entity/Q2395560	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bacs	Bacs	Bacs	Hungary	Carpathia	Bacs	exact_label	Q106631333	Bacs	family name	Q106631333; Q852558; Q1976979; Q18036015; Q30254187	Bacs; Bács; BACS; SLC27A5; Bács-Kiskun County Teaching Hospital	http://www.wikidata.org/entity/Q106631333; http://www.wikidata.org/entity/Q852558; http://www.wikidata.org/entity/Q1976979; http://www.wikidata.org/entity/Q18036015; http://www.wikidata.org/entity/Q30254187	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_badajoz	Badajoz	Badajoz	Badajoz	Hispania	Badajoz	exact_label	Q15679	Badajoz	municipality in Extremadura, Spain	Q15679; Q31912880; Q4840525; Q69516755; Q695127	Badajoz; Badajoz city; Badajoz; Badajoz; Badajoz Airport	http://www.wikidata.org/entity/Q15679; http://www.wikidata.org/entity/Q31912880; http://www.wikidata.org/entity/Q4840525; http://www.wikidata.org/entity/Q69516755; http://www.wikidata.org/entity/Q695127	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_baden	Baden	Swabia	East Francia	Holy Roman Empire	Baden	exact_label	Q127451	Baden	commune in Morbihan, France	Q127451; Q985; Q20519374; Q261407; Q50877538	Baden; Baden-Württemberg; Baden; South Baden; Baden	http://www.wikidata.org/entity/Q127451; http://www.wikidata.org/entity/Q985; http://www.wikidata.org/entity/Q20519374; http://www.wikidata.org/entity/Q261407; http://www.wikidata.org/entity/Q50877538	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bagrewand	Bagrewand	Greater Armenia	Armenia	Byzantine Empire	Bagrewand	no_result							Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bamberg	Bamberg	East Franconia	East Francia	Holy Roman Empire	Bamberg	exact_label	Q3936	Bamberg	town in Bavaria, Germany	Q3936; Q805942; Q20519441; Q1357461; Q21493428	Bamberg; Bamberg; Bamberg; Ernst Bamberg; Bamberger	http://www.wikidata.org/entity/Q3936; http://www.wikidata.org/entity/Q805942; http://www.wikidata.org/entity/Q20519441; http://www.wikidata.org/entity/Q1357461; http://www.wikidata.org/entity/Q21493428	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bar	Bar	Bar	Lotharingia	Holy Roman Empire	Bar	exact_label	Q115276	Bar	coastal town in Montenegro	Q115276; Q1492; Q3519; Q28337; Q244	Bar; Barcelona; Bari; shoal; Barbados	http://www.wikidata.org/entity/Q115276; http://www.wikidata.org/entity/Q1492; http://www.wikidata.org/entity/Q3519; http://www.wikidata.org/entity/Q28337; http://www.wikidata.org/entity/Q244	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_baranya	Baranya	Somogy	Hungary	Carpathia	Baranya	fuzzy_label	Q186195	Baranya County	county of Hungary	Q186195; Q790230; Q36885570; Q578950; Q105063860	Baranya County; Baranya; Baranyai; Baranja; Baranyay	http://www.wikidata.org/entity/Q186195; http://www.wikidata.org/entity/Q790230; http://www.wikidata.org/entity/Q36885570; http://www.wikidata.org/entity/Q578950; http://www.wikidata.org/entity/Q105063860	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_barcasag	Barcaság	Transylvania	Hungary	Carpathia	Barcaság	fuzzy_label	Q592762	Țara Bârsei	historic and ethnographic area in Transylvania, Romania	Q592762; Q790325; Q790328; Q28382018; Q790326	Țara Bârsei; Munții Bârsei; barcasági csángók; Saxon Museum of Burzenland; Barcasági-medence	http://www.wikidata.org/entity/Q592762; http://www.wikidata.org/entity/Q790325; http://www.wikidata.org/entity/Q790328; http://www.wikidata.org/entity/Q28382018; http://www.wikidata.org/entity/Q790326	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_barcelona	Barcelona	Barcelona	Aragon	Hispania	Barcelona	exact_label	Q1492	Barcelona	city in Catalonia, Spain	Q1492; Q7156; Q174114; Q1640731; Q28496610	Barcelona; Fc Barcelona; Barcelona; Polytechnic University of Catalonia; Barcelona	http://www.wikidata.org/entity/Q1492; http://www.wikidata.org/entity/Q7156; http://www.wikidata.org/entity/Q174114; http://www.wikidata.org/entity/Q1640731; http://www.wikidata.org/entity/Q28496610	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bari	Bari	Apulia	Sicily	Byzantine Empire	Bari	exact_label	Q3519	Bari	Italian city, capital of the Apulia region	Q3519; Q16275004; Q61940095; Q729170; Q1112	Bari; Bari; Bari; Bari; barium	http://www.wikidata.org/entity/Q3519; http://www.wikidata.org/entity/Q16275004; http://www.wikidata.org/entity/Q61940095; http://www.wikidata.org/entity/Q729170; http://www.wikidata.org/entity/Q1112	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_barlad	Bârlad	Moldavia	Moldavia	Carpathia	Bârlad	exact_label	Q335868	Bârlad	city in Vaslui County, Romania	Q335868; Q945287; Q16898617; Q4983999; Q108696040	Bârlad; Bârlad River; Bârlad; Buda River; Bârlad	http://www.wikidata.org/entity/Q335868; http://www.wikidata.org/entity/Q945287; http://www.wikidata.org/entity/Q16898617; http://www.wikidata.org/entity/Q4983999; http://www.wikidata.org/entity/Q108696040	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bars	Bars	Nitra	Hungary	Carpathia	Bars	exact_label	Q733164	Bars	commune in Gers, France	Q733164; Q201986; Q26323090; Q37444513; Q16022	Bars; Bars; Brazilian Advisory Rating System; Bars; Barsinghausen	http://www.wikidata.org/entity/Q733164; http://www.wikidata.org/entity/Q201986; http://www.wikidata.org/entity/Q26323090; http://www.wikidata.org/entity/Q37444513; http://www.wikidata.org/entity/Q16022	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bartenstein	Bartia	Prussia	Lithuania	Baltic Empire	Bartia	exact_label	Q462968	Bartia	historical region	Q462968; Q135510000; Q8243070; Q4860502; Q42808	Bartia; Bartia; Bartians; Barfiyan; Barzago	http://www.wikidata.org/entity/Q462968; http://www.wikidata.org/entity/Q135510000; http://www.wikidata.org/entity/Q8243070; http://www.wikidata.org/entity/Q4860502; http://www.wikidata.org/entity/Q42808	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bastia	Bastia	Corsica	Sardinia	Italia	Bastia	exact_label	Q134698	Bastia	French commune, city and prefecture of Haute-Corse, Corsica	Q134698; Q208399; Q2700932; Q113277490; Q57911718	Bastia; SC Bastia; Bastia; Bastian Kargoll; Bastia	http://www.wikidata.org/entity/Q134698; http://www.wikidata.org/entity/Q208399; http://www.wikidata.org/entity/Q2700932; http://www.wikidata.org/entity/Q113277490; http://www.wikidata.org/entity/Q57911718	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bayeux	Bayeux	Normandy	France	Francia	Bayeux	exact_label	Q183910	Bayeux	commune in Calvados, France	Q183910; Q98224486; Q125314458; Q125314574; Q187483	Bayeux; Bayeux; Bayeux; Bayeux; Bayeux Tapestry	http://www.wikidata.org/entity/Q183910; http://www.wikidata.org/entity/Q98224486; http://www.wikidata.org/entity/Q125314458; http://www.wikidata.org/entity/Q125314574; http://www.wikidata.org/entity/Q187483	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bearn	Béarn	Armagnac	France	Francia	Béarn	exact_label	Q213763	Béarn	former province of France	Q213763; Q2929384; Q1019368; Q113067688; Q2311794	Béarn; Béarn; Béarn; Béarn; Bearna	http://www.wikidata.org/entity/Q213763; http://www.wikidata.org/entity/Q2929384; http://www.wikidata.org/entity/Q1019368; http://www.wikidata.org/entity/Q113067688; http://www.wikidata.org/entity/Q2311794	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_beaumont	Beaumont	Valois	France	Francia	Beaumont	exact_label	Q128282	Beaumont	city and county seat of Jefferson County, State of Texas, United States	Q128282; Q813422; Q504948; Q95100; Q229164	Beaumont; Beaumont; Beaumont; Beaumont; Beaumont	http://www.wikidata.org/entity/Q128282; http://www.wikidata.org/entity/Q813422; http://www.wikidata.org/entity/Q504948; http://www.wikidata.org/entity/Q95100; http://www.wikidata.org/entity/Q229164	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bedford	Bedford	Essex	England	Britannia	Bedford	exact_label	Q208257	Bedford	county town of Bedfordshire, England	Q208257; Q894077; Q16479536; Q2310735; Q505704	Bedford; Bedford; Bedford; Bedford; Bedford	http://www.wikidata.org/entity/Q208257; http://www.wikidata.org/entity/Q894077; http://www.wikidata.org/entity/Q16479536; http://www.wikidata.org/entity/Q2310735; http://www.wikidata.org/entity/Q505704	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bekes	Békés	Bihar	Hungary	Carpathia	Békés	exact_label	Q88434217	Békés	family name	Q88434217; Q178878; Q740810; Q106398362; Q191616	Békés; Békéscsaba; Békés; Bekes; Békés County	http://www.wikidata.org/entity/Q88434217; http://www.wikidata.org/entity/Q178878; http://www.wikidata.org/entity/Q740810; http://www.wikidata.org/entity/Q106398362; http://www.wikidata.org/entity/Q191616	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bellac	Bellac	Bourbon	France	Francia	Bellac	exact_label	Q214597	Bellac	commune in Haute-Vienne, France	Q214597; Q66403; Q20268926; Q37506435; Q109320	Bellac; Bellach; Bellaco; Bellach; Bellachini	http://www.wikidata.org/entity/Q214597; http://www.wikidata.org/entity/Q66403; http://www.wikidata.org/entity/Q20268926; http://www.wikidata.org/entity/Q37506435; http://www.wikidata.org/entity/Q109320	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
