ck_id	county	duchy	kingdom_1066	empire_1066	search_query	match_status	top_qid	top_label	top_description	candidate_qids	candidate_labels	candidate_urls	notes
c_halberstadt	Halberstadt	Anhalt	East Francia	Holy Roman Empire	Halberstadt	exact_label	Q7072	Halberstadt	town in Harz District, Saxony-Anhalt, Germany	Q7072; Q25089213; Q33869821; Q324533; Q114247	Halberstadt; Halberstadt central station; Halberstadt; Halberstadt; Halberstadt	http://www.wikidata.org/entity/Q7072; http://www.wikidata.org/entity/Q25089213; http://www.wikidata.org/entity/Q33869821; http://www.wikidata.org/entity/Q324533; http://www.wikidata.org/entity/Q114247	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_halland	Halland	Skåne	Denmark	Scandinavia	Halland	fuzzy_label	Q103691	Halland County	county (län) in Sweden	Q103691; Q626045; Q37049664; Q19329827; Q52375690	Halland County; Halland; Halland; AURORA; Solong	http://www.wikidata.org/entity/Q103691; http://www.wikidata.org/entity/Q626045; http://www.wikidata.org/entity/Q37049664; http://www.wikidata.org/entity/Q19329827; http://www.wikidata.org/entity/Q52375690	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hallstatt	Hallstatt	Salzburg	Bavaria	Holy Roman Empire	Hallstatt	exact_label	Q131633	Hallstatt	municipality in Gmunden District, Upper Austria, Austria	Q131633; Q202165; Q18125416; Q111166089; Q14544359	Hallstatt; Hallstatt culture; Hallstatt; Hallstatt; Hallstatt (Archaeology)	http://www.wikidata.org/entity/Q131633; http://www.wikidata.org/entity/Q202165; http://www.wikidata.org/entity/Q18125416; http://www.wikidata.org/entity/Q111166089; http://www.wikidata.org/entity/Q14544359	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_halsingland	Halsingland	Norrland	Sweden	Scandinavia	Halsingland	fuzzy_label	Q206564	Hälsingland	historical province in Sweden	Q206564; Q104917145; Q10531482; Q5963129; Q10531485	Hälsingland; Hälsinglands inredningskultur; Hälsingland Museum; Hälsingland Rune Inscription 21; Hälsinglands runinskrifter 10	http://www.wikidata.org/entity/Q206564; http://www.wikidata.org/entity/Q104917145; http://www.wikidata.org/entity/Q10531482; http://www.wikidata.org/entity/Q5963129; http://www.wikidata.org/entity/Q10531485	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_halych	Halych	Halych	Galicia-Volhynia	West-Slavia	Halych	exact_label	Q146450	Halych	city in the Ivano-Frankisk Oblast of Ukraine	Q146450; Q1035559; Q180086; Q4132562; Q3403551	Halych; Halych Raion; Galicia; Halych; Principality of Halych	http://www.wikidata.org/entity/Q146450; http://www.wikidata.org/entity/Q1035559; http://www.wikidata.org/entity/Q180086; http://www.wikidata.org/entity/Q4132562; http://www.wikidata.org/entity/Q3403551	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hamburg	Hamburg	Ostfalen	East Francia	Holy Roman Empire	Hamburg	fuzzy_label	Q51974	Hamburger SV	German sports club based in Hamburg, with its largest branch being its football department	Q51974; Q1055; Q16870461; Q1626; Q1572860	Hamburger SV; Hamburg; Hamburg; Hamburg-Mitte; Hamburg	http://www.wikidata.org/entity/Q51974; http://www.wikidata.org/entity/Q1055; http://www.wikidata.org/entity/Q16870461; http://www.wikidata.org/entity/Q1626; http://www.wikidata.org/entity/Q1572860	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hampton	Hampshire	Wessex	England	Britannia	Hampshire	exact_label	Q67531563	Hampshire	historic county of England, United Kingdom	Q67531563; Q37314096; Q3782894; Q23204; Q21694653	Hampshire; Hampshire; Hampshire; Hampshire; Hampshire	http://www.wikidata.org/entity/Q67531563; http://www.wikidata.org/entity/Q37314096; http://www.wikidata.org/entity/Q3782894; http://www.wikidata.org/entity/Q23204; http://www.wikidata.org/entity/Q21694653	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hannover	Hannover	Angria	East Francia	Holy Roman Empire	Hannover	fuzzy_label	Q1715	Hanover	capital city of the German federated state of Lower Saxony	Q1715; Q49699202; Q33748; Q164079; Q5963	Hanover; Hannover; Hannover 96; Kingdom of Hanover; Hannover Region	http://www.wikidata.org/entity/Q1715; http://www.wikidata.org/entity/Q49699202; http://www.wikidata.org/entity/Q33748; http://www.wikidata.org/entity/Q164079; http://www.wikidata.org/entity/Q5963	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_havelberg	Havelberg	Nordmark	Pomerania	Baltic Empire	Havelberg	exact_label	Q504040	Havelberg	municipality of Germany	Q504040; Q1787337; Q30776906; Q127430346; Q1591482	Havelberg; Havelberg; Havelberg; Havelberg; Havelberg Cathedral	http://www.wikidata.org/entity/Q504040; http://www.wikidata.org/entity/Q1787337; http://www.wikidata.org/entity/Q30776906; http://www.wikidata.org/entity/Q127430346; http://www.wikidata.org/entity/Q1591482	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hayk	Hayk	Greater Armenia	Armenia	Byzantine Empire	Hayk	fuzzy_label	Q113579768	Haykuhi Musheghyan	particle physicist at CERN	Q113579768; Q113584998; Q785620; Q11974570; Q460071	Haykuhi Musheghyan; Hayk Pirumov; Hayk; Hayk; Hayko	http://www.wikidata.org/entity/Q113579768; http://www.wikidata.org/entity/Q113584998; http://www.wikidata.org/entity/Q785620; http://www.wikidata.org/entity/Q11974570; http://www.wikidata.org/entity/Q460071	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hedmork	Heiðmörk	Upplönd	Norway	Scandinavia	Heiðmörk	exact_label	Q1145380	Heiðmörk	conservation area in Reykjavík, Iceland	Q1145380; Q50616	Heiðmörk; Hedmark	http://www.wikidata.org/entity/Q1145380; http://www.wikidata.org/entity/Q50616	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_helenopontus	Helenopontus	Armeniac	Pontus	Byzantine Empire	Helenopontus	fuzzy_label	Q1227090	Diospontus	Roman province in Pontus	Q1227090	Diospontus	http://www.wikidata.org/entity/Q1227090	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_helgum	Helgum	Jamtaland	Norway	Scandinavia	Helgum	exact_label	Q937262	Helgum	settlement in Sollefteå Municipality, Sweden	Q937262; Q21721345; Q10519556; Q1602448; Q10519558	Helgum; Helgum; Helgums församling; Helgumannen; Helgums kyrka	http://www.wikidata.org/entity/Q937262; http://www.wikidata.org/entity/Q21721345; http://www.wikidata.org/entity/Q10519556; http://www.wikidata.org/entity/Q1602448; http://www.wikidata.org/entity/Q10519558	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_harjadalen	Herdalr	Jamtaland	Norway	Scandinavia	Herdalr	no_result							Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hereford	Herefordshire	Mercia	England	Britannia	Herefordshire	exact_label	Q67531905	Herefordshire	historic county of England	Q67531905; Q23129; Q60578262; Q5738069; Q56166291	Herefordshire; Herefordshire; Herefordshire; Herefordshire; Herefordshire	http://www.wikidata.org/entity/Q67531905; http://www.wikidata.org/entity/Q23129; http://www.wikidata.org/entity/Q60578262; http://www.wikidata.org/entity/Q5738069; http://www.wikidata.org/entity/Q56166291	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hereti	Hereti	Georgia	Georgia	Byzantine Empire	Hereti	exact_label	Q80885136	Hereti	family name	Q80885136; Q936016; Q25095103; Q60377266; Q437353	Hereti; Heretic; Heretics; Heretic; Heretics of Dune	http://www.wikidata.org/entity/Q80885136; http://www.wikidata.org/entity/Q936016; http://www.wikidata.org/entity/Q25095103; http://www.wikidata.org/entity/Q60377266; http://www.wikidata.org/entity/Q437353	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hertfordshire	Hertfordshire	Essex	England	Britannia	Hertfordshire	exact_label	Q67532100	Hertfordshire	historic county of England	Q67532100; Q3410; Q60578263; Q11797248; Q5744739	Hertfordshire; Hertfordshire; Hertfordshire; Hertfordshire; Hertfordshire	http://www.wikidata.org/entity/Q67532100; http://www.wikidata.org/entity/Q3410; http://www.wikidata.org/entity/Q60578263; http://www.wikidata.org/entity/Q11797248; http://www.wikidata.org/entity/Q5744739	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hewes	Heves	Visegrad	Hungary	Carpathia	Heves	exact_label	Q855011	Heves	town in Hungary	Q855011; Q42590950; Q191604; Q122278106; Q21504726	Heves; Heves; Heves County; Heves; Hevesi	http://www.wikidata.org/entity/Q855011; http://www.wikidata.org/entity/Q42590950; http://www.wikidata.org/entity/Q191604; http://www.wikidata.org/entity/Q122278106; http://www.wikidata.org/entity/Q21504726	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hildesheim	Hildesheim	Angria	East Francia	Holy Roman Empire	Hildesheim	exact_label	Q3185	Hildesheim	city in Lower Saxony, Germany	Q3185; Q28082959; Q324775; Q5978; Q1618455	Hildesheim; Hildesheim; Hildesheim Central Station; Hildesheim; Hildesheimer Straße	http://www.wikidata.org/entity/Q3185; http://www.wikidata.org/entity/Q28082959; http://www.wikidata.org/entity/Q324775; http://www.wikidata.org/entity/Q5978; http://www.wikidata.org/entity/Q1618455	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hohenau	Hohenau	Austria	Bavaria	Holy Roman Empire	Hohenau	exact_label	Q1984240	Hohenau	City & District in Itapúa, Paraguay	Q1984240; Q505915; Q21874702; Q660761; Q69263943	Hohenau; Hohenau; Hohenau; Hohenau an der March; Hohenau	http://www.wikidata.org/entity/Q1984240; http://www.wikidata.org/entity/Q505915; http://www.wikidata.org/entity/Q21874702; http://www.wikidata.org/entity/Q660761; http://www.wikidata.org/entity/Q69263943	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hohenberg	Hohenberg	Swabia	East Francia	Holy Roman Empire	Hohenberg	fuzzy_label	Q170405	Hohenberg an der Eger	municipality of Germany	Q170405; Q30323259; Q56209339; Q675160; Q140801	Hohenberg an der Eger; Hohenberg; Hohenberg; Hohenberg; Hohenbergia	http://www.wikidata.org/entity/Q170405; http://www.wikidata.org/entity/Q30323259; http://www.wikidata.org/entity/Q56209339; http://www.wikidata.org/entity/Q675160; http://www.wikidata.org/entity/Q140801	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hohenburg	Hohenburg	Nordgau	Bavaria	Holy Roman Empire	Hohenburg	exact_label	Q105037791	Hohenburg		Q105037791; Q518772; Q1523220; Q1623666; Q32059781	Hohenburg; Hohenburg; Höhenburg; Hohenburg; Hohenburg	http://www.wikidata.org/entity/Q105037791; http://www.wikidata.org/entity/Q518772; http://www.wikidata.org/entity/Q1523220; http://www.wikidata.org/entity/Q1623666; http://www.wikidata.org/entity/Q32059781	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hohenlohe	Hohenlohe	East Franconia	East Francia	Holy Roman Empire	Hohenlohe	exact_label	Q8518	Hohenlohe	district of Baden-Württemberg, Germany	Q8518; Q705240; Q55816426; Q106604841; Q1231815	Hohenlohe; House of Hohenlohe; Hohenlohe; Hohenlohe; Hohenlohe	http://www.wikidata.org/entity/Q8518; http://www.wikidata.org/entity/Q705240; http://www.wikidata.org/entity/Q55816426; http://www.wikidata.org/entity/Q106604841; http://www.wikidata.org/entity/Q1231815	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_holland	Holland	Holland	Frisia	Holy Roman Empire	Holland	fuzzy_label	Q55	Netherlands	one of the four autonomous countries of the Kingdom of the Netherlands; with territories in the Caribbean	Q55; Q1624734; Q21144565; Q102911; Q9936	Netherlands; Holland; Holland; Holland; Hollands Kroon	http://www.wikidata.org/entity/Q55; http://www.wikidata.org/entity/Q1624734; http://www.wikidata.org/entity/Q21144565; http://www.wikidata.org/entity/Q102911; http://www.wikidata.org/entity/Q9936	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_honorias	Honorias	Bucellaria	Nikaea	Byzantine Empire	Honorias	exact_label	Q5897031	Honorias	Roman province from c. 380 to 600s	Q5897031; Q124963713	Honorias; Honorias (Pauly-Wissowa)	http://www.wikidata.org/entity/Q5897031; http://www.wikidata.org/entity/Q124963713	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hont	Hont	Nitra	Hungary	Carpathia	Hont	exact_label	Q136094458	Hont	family name	Q136094458; Q124714; Q196282; Q314548; Q781122	Hont; spring; Hontanx; Gerard van Honthorst; Hont	http://www.wikidata.org/entity/Q136094458; http://www.wikidata.org/entity/Q124714; http://www.wikidata.org/entity/Q196282; http://www.wikidata.org/entity/Q314548; http://www.wikidata.org/entity/Q781122	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hordalandi	Hörðaland	Gulaþingslög	Norway	Scandinavia	Hörðaland	fuzzy_label	Q50625	Hordaland	former county of Norway (1919–2019)	Q50625; Q48408145; Q1758253; Q12325521; Q60332569	Hordaland; Hordaland electoral division; Hordaland; Hordaland; Hordaland	http://www.wikidata.org/entity/Q50625; http://www.wikidata.org/entity/Q48408145; http://www.wikidata.org/entity/Q1758253; http://www.wikidata.org/entity/Q12325521; http://www.wikidata.org/entity/Q60332569	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hotin	Hotin	Bukovina	Moldavia	Carpathia	Hotin	exact_label	Q111422801	Hotin	2021 album by Kalush	Q111422801; Q3332001; Q47015849; Q21353478; Q125500843	Hotin; Hotin County; Hotinen; Hotinus; Hotin	http://www.wikidata.org/entity/Q111422801; http://www.wikidata.org/entity/Q3332001; http://www.wikidata.org/entity/Q47015849; http://www.wikidata.org/entity/Q21353478; http://www.wikidata.org/entity/Q125500843	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hradec	Hradec	Bohemia	Bohemia	Holy Roman Empire	Hradec	fuzzy_label	Q180139	Hradec Králové	statutory city in Hradec Králové District, Hradec Králové Region, Czechia	Q180139; Q668190; Q1632320; Q2520671; Q21508688	Hradec Králové; Hradec nad Moravicí; Hradec; Hradec; Hradecký	http://www.wikidata.org/entity/Q180139; http://www.wikidata.org/entity/Q668190; http://www.wikidata.org/entity/Q1632320; http://www.wikidata.org/entity/Q2520671; http://www.wikidata.org/entity/Q21508688	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hradyzk	Hradyzk	Pereyaslavl	Ruthenia	Russia	Hradyzk	exact_label	Q2011635	Hradyzk	urban-type settlement in Poltava Oblast, Ukraine	Q2011635; Q12097392; Q97610454	Hradyzk; Gradizhsk Raion; Hradyźk	http://www.wikidata.org/entity/Q2011635; http://www.wikidata.org/entity/Q12097392; http://www.wikidata.org/entity/Q97610454	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_huesca	Huesca	Aragon	Aragon	Hispania	Huesca	exact_label	Q11967	Huesca	municipality in Huesca Province, Aragon, Spain	Q11967; Q31916975; Q37043622; Q55182; Q11971	Huesca; Huesca; Huesca; Huesca Province; Sociedad Deportiva Huesca	http://www.wikidata.org/entity/Q11967; http://www.wikidata.org/entity/Q31916975; http://www.wikidata.org/entity/Q37043622; http://www.wikidata.org/entity/Q55182; http://www.wikidata.org/entity/Q11971	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_huntingdonshire	Huntingdonshire	Mercia	England	Britannia	Huntingdonshire	exact_label	Q67266168	Huntingdonshire	historic county of England	Q67266168; Q23330; Q60576087; Q5945155; Q42298201	Huntingdonshire; Huntingdonshire; Huntingdonshire; Huntingdonshire; Huntingdonshire	http://www.wikidata.org/entity/Q67266168; http://www.wikidata.org/entity/Q23330; http://www.wikidata.org/entity/Q60576087; http://www.wikidata.org/entity/Q5945155; http://www.wikidata.org/entity/Q42298201	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hunyad	Hunyad	Transylvania	Hungary	Carpathia	Hunyad	fuzzy_label	Q37430698	Hunyadi	family name	Q37430698; Q13614789; Q1044148; Q27992076; Q3663638	Hunyadi; Hunyada; Hunyad County; Hunyadiscus; Cattaro	http://www.wikidata.org/entity/Q37430698; http://www.wikidata.org/entity/Q13614789; http://www.wikidata.org/entity/Q1044148; http://www.wikidata.org/entity/Q27992076; http://www.wikidata.org/entity/Q3663638	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_hvosno	Hvosno	Raška	Serbia	Byzantine Empire	Hvosno	exact_label	Q6592688	Hvosno	medieval Serbian county	Q6592688; Q28750886	Hvosno; Hvosno	http://www.wikidata.org/entity/Q6592688; http://www.wikidata.org/entity/Q28750886	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_connacht	Hy Many	Connacht	Ireland	Britannia	Hy Many	fuzzy_label	Q4994052	Uí Maine	ancient Irish kingdom	Q4994052	Uí Maine	http://www.wikidata.org/entity/Q4994052	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_bucuresti	Ialomita	Muntenia	Wallachia	Carpathia	Ialomita	fuzzy_label	Q193044	Ialomița County	county of Romania	Q193044; Q726693; Q60737353; Q30243383; Q30243393	Ialomița County; Ialomița River; Ialomița railway station; Ialomița County Council; Ialomița County councillor	http://www.wikidata.org/entity/Q193044; http://www.wikidata.org/entity/Q726693; http://www.wikidata.org/entity/Q60737353; http://www.wikidata.org/entity/Q30243383; http://www.wikidata.org/entity/Q30243393	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_iasi	Iași	Moldavia	Moldavia	Carpathia	Iași	exact_label	Q46852	Iași	city and seat of Iași County in the historical region of Moldavia in north-eastern Romania	Q46852; Q16898350; Q4968773; Q182888; Q99909585	Iași; Jassy; Iași; Iași County; Iasi	http://www.wikidata.org/entity/Q46852; http://www.wikidata.org/entity/Q16898350; http://www.wikidata.org/entity/Q4968773; http://www.wikidata.org/entity/Q182888; http://www.wikidata.org/entity/Q99909585	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_iviza	Ibiza	Mallorca	Valencia	Hispania	Ibiza	exact_label	Q473914	Ibiza	municipality and capital of Ibiza, Balearic Islands, Spain	Q473914; Q2464739; Q52631; Q30600686; Q1431549	Ibiza; Ibiza; Ibiza; Ibiza; Ibiza Airport	http://www.wikidata.org/entity/Q473914; http://www.wikidata.org/entity/Q2464739; http://www.wikidata.org/entity/Q52631; http://www.wikidata.org/entity/Q30600686; http://www.wikidata.org/entity/Q1431549	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
