ck_id	county	duchy	kingdom_1066	empire_1066	search_query	match_status	top_qid	top_label	top_description	candidate_qids	candidate_labels	candidate_urls	notes
c_koutajoki	Koutajoki	Giemajohka	Sápmi	Scandinavia	Koutajoki	fuzzy_label	Q76084508	Kovda River Basin	drainage basin in Fennoscandia	Q76084508; Q24326658; Q32269085; Q124398657; Q638497	Kovda River Basin; Koutajoki; Koutajoki; Koutajoki; Kovda	http://www.wikidata.org/entity/Q76084508; http://www.wikidata.org/entity/Q24326658; http://www.wikidata.org/entity/Q32269085; http://www.wikidata.org/entity/Q124398657; http://www.wikidata.org/entity/Q638497	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kozelsk	Kozelsk	Karachev	Ruthenia	Russia	Kozelsk	exact_label	Q154661	Kozelsk	human settlement in Kozelsky District, Kaluga Oblast, Russia	Q154661; Q106631785; Q44845470; Q46230391; Q1652697	Kozelsk; Kozelsky; Koželská; Kozelská; Kozelsky District	http://www.wikidata.org/entity/Q154661; http://www.wikidata.org/entity/Q106631785; http://www.wikidata.org/entity/Q44845470; http://www.wikidata.org/entity/Q46230391; http://www.wikidata.org/entity/Q1652697	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_vodica	Krajina	Lower Bosnia	Croatia	Byzantine Empire	Krajina	exact_label	Q45172024	Krajina	street in Kvasice, Czech Republic	Q45172024; Q191163; Q6164489; Q1786352; Q15133664	Krajina; landscape painting; Vladimír  Krajina; Krajina; Krajina	http://www.wikidata.org/entity/Q45172024; http://www.wikidata.org/entity/Q191163; http://www.wikidata.org/entity/Q6164489; http://www.wikidata.org/entity/Q1786352; http://www.wikidata.org/entity/Q15133664	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_krajna	Krajna	Polania	Poland	West-Slavia	Krajna	exact_label	Q571255	Krajna	Slovenian human settlement	Q571255; Q1435613; Q6435892; Q37304583; Q3500234	Krajna; Krajna; Krajna; Krajnak; Krajna, Čačinci	http://www.wikidata.org/entity/Q571255; http://www.wikidata.org/entity/Q1435613; http://www.wikidata.org/entity/Q6435892; http://www.wikidata.org/entity/Q37304583; http://www.wikidata.org/entity/Q3500234	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_krakowska	Kraków	Vistulania	Poland	West-Slavia	Kraków	exact_label	Q31487	Kraków	capital city of Lesser Poland Voivodeship in southern Poland	Q31487; Q37441068; Q1164890; Q21492550; Q931642	Kraków; Krakow; Kraków County; Krakowski; Kraków University of Technology	http://www.wikidata.org/entity/Q31487; http://www.wikidata.org/entity/Q37441068; http://www.wikidata.org/entity/Q1164890; http://www.wikidata.org/entity/Q21492550; http://www.wikidata.org/entity/Q931642	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kran	Kran	Philippopolis	Bulgaria	Byzantine Empire	Kran	fuzzy_label	Q1021	Kranj	city in Slovenia	Q1021; Q15117616; Q27711856; Q16858663; Q21491762	Kranj; Kraan Island; Krankenpflege. Soins infirmiers; Kranz; Krantz	http://www.wikidata.org/entity/Q1021; http://www.wikidata.org/entity/Q15117616; http://www.wikidata.org/entity/Q27711856; http://www.wikidata.org/entity/Q16858663; http://www.wikidata.org/entity/Q21491762	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kranj	Kranj	Krain	Bavaria	Holy Roman Empire	Kranj	exact_label	Q1021	Kranj	city in Slovenia	Q1021; Q3441893; Q2139428; Q7475989; Q507051	Kranj; City Municipality of Kranj; Kranjska Gora; Kranji; Municipality of Kranjska Gora	http://www.wikidata.org/entity/Q1021; http://www.wikidata.org/entity/Q3441893; http://www.wikidata.org/entity/Q2139428; http://www.wikidata.org/entity/Q7475989; http://www.wikidata.org/entity/Q507051	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_krasso	Krassó	Temes	Hungary	Carpathia	Krassó	fuzzy_label	Q127666890	Krasso	family name	Q127666890; Q108315515; Q12108622; Q643460; Q107288242	Krasso; Valer'yan Krasovsky; Carașova; Krassó-Szörény County; Krassototzky	http://www.wikidata.org/entity/Q127666890; http://www.wikidata.org/entity/Q108315515; http://www.wikidata.org/entity/Q12108622; http://www.wikidata.org/entity/Q643460; http://www.wikidata.org/entity/Q107288242	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_krems	Krems	Austria	Bavaria	Holy Roman Empire	Krems	exact_label	Q131266	Krems	city in Austria	Q131266; Q37549283; Q21868668; Q667328; Q364607	Krems; Krems; Krems; Krems in Kärnten; Krems	http://www.wikidata.org/entity/Q131266; http://www.wikidata.org/entity/Q37549283; http://www.wikidata.org/entity/Q21868668; http://www.wikidata.org/entity/Q667328; http://www.wikidata.org/entity/Q364607	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kujawy	Kujawy	Kuyavia	Poland	West-Slavia	Kujawy	exact_label	Q920095	Kujawy	village in Masovian Voivodeship, Poland	Q920095; Q786294; Q11750797; Q11765082; Q1791334	Kujawy; Kujawy, Świętokrzyskie Voivodeship; Kujawy; Kujawy; Kujawy, Opole Voivodeship	http://www.wikidata.org/entity/Q920095; http://www.wikidata.org/entity/Q786294; http://www.wikidata.org/entity/Q11750797; http://www.wikidata.org/entity/Q11765082; http://www.wikidata.org/entity/Q1791334	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kursk	Kursk	Chernigov	Ruthenia	Russia	Kursk	exact_label	Q217463	Kursk	1994 Oscar-II-class submarine	Q217463; Q3159; Q47490488; Q3178; Q4248821	Kursk; Kursk; Kursk; Kursk Oblast; Kursk	http://www.wikidata.org/entity/Q217463; http://www.wikidata.org/entity/Q3159; http://www.wikidata.org/entity/Q47490488; http://www.wikidata.org/entity/Q3178; http://www.wikidata.org/entity/Q4248821	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kiev	Kyiv	Kyiv	Ruthenia	Russia	Kyiv	exact_label	Q1899	Kyiv	capital and largest city of Ukraine	Q1899; Q170036; Q84151; Q2387454; Q85449	Kyiv; Kyiv Oblast; Taras Shevchenko National University of Kyiv; Kyiv Aviation University; Igor Sikorsky Kyiv Polytechnic Institute	http://www.wikidata.org/entity/Q1899; http://www.wikidata.org/entity/Q170036; http://www.wikidata.org/entity/Q84151; http://www.wikidata.org/entity/Q2387454; http://www.wikidata.org/entity/Q85449	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kyzistra	Kyzistra	Charsianon	Anatolia	Byzantine Empire	Kyzistra	fuzzy_label	Q95641454	Kyzistra (Pauly-Wissowa)	encyclopedic article in Paulys Realencyclopädie der classischen Altertumswissenschaft (RE)	Q95641454; Q79622594	Kyzistra (Pauly-Wissowa); Cyzistra	http://www.wikidata.org/entity/Q95641454; http://www.wikidata.org/entity/Q79622594	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_la_marche	La Marche	Bourbon	France	Francia	La Marche	exact_label	Q816026	La Marche	commune in Nièvre, France	Q816026; Q3210518; Q921473; Q16028676; Q3117136	La Marche; La Marche; County of La Marche; The Marchers; La Marche	http://www.wikidata.org/entity/Q816026; http://www.wikidata.org/entity/Q3210518; http://www.wikidata.org/entity/Q921473; http://www.wikidata.org/entity/Q16028676; http://www.wikidata.org/entity/Q3117136	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_labourd	Labourd	Gascogne	France	Francia	Labourd	exact_label	Q671023	Labourd	historical province in the Basque Country, France	Q671023; Q3005178; Q37488297; Q67142183; Q39916273	Labourd; Labourdonnaisia; Labourdette; Labourdonnais Club; Labourdonnaisia discolor	http://www.wikidata.org/entity/Q671023; http://www.wikidata.org/entity/Q3005178; http://www.wikidata.org/entity/Q37488297; http://www.wikidata.org/entity/Q67142183; http://www.wikidata.org/entity/Q39916273	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_laconia	Laconia	Achaia	Hellas	Byzantine Empire	Laconia	exact_label	Q993431	Laconia	city in New Hampshire, United States	Q993431; Q11931074; Q117024007; Q190216; Q286697	Laconia; Laconia; Laconia; Laconia prefecture; Laconia	http://www.wikidata.org/entity/Q993431; http://www.wikidata.org/entity/Q11931074; http://www.wikidata.org/entity/Q117024007; http://www.wikidata.org/entity/Q190216; http://www.wikidata.org/entity/Q286697	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lanarkshire	Lanarkshire	Lothian	Scotland	Britannia	Lanarkshire	exact_label	Q530296	Lanarkshire	historic county of Scotland, UK	Q530296; Q6482932; Q17582102; Q104635190; Q19604814	Lanarkshire; Lanarkshire; Lanarkshire; Lanarkshire; Lanarkshire	http://www.wikidata.org/entity/Q530296; http://www.wikidata.org/entity/Q6482932; http://www.wikidata.org/entity/Q17582102; http://www.wikidata.org/entity/Q104635190; http://www.wikidata.org/entity/Q19604814	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lancashire	Lancashire	Lancaster	England	Britannia	Lancashire	exact_label	Q67311452	Lancashire	historic county of England	Q67311452; Q21279371; Q37539308; Q23077; Q2725657	Lancashire; Lancashire; Lancashire; Lancashire; Lancashire County Cricket Club	http://www.wikidata.org/entity/Q67311452; http://www.wikidata.org/entity/Q21279371; http://www.wikidata.org/entity/Q37539308; http://www.wikidata.org/entity/Q23077; http://www.wikidata.org/entity/Q2725657	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lanciano	Lanciano	Spoleto	Romagna	Italia	Lanciano	exact_label	Q8645	Lanciano	Italian comune	Q8645; Q37292429; Q8648; Q30026487; Q18492971	Lanciano; Lanciano; Lanciano Calcio 1920; Lanciano; Lanciano	http://www.wikidata.org/entity/Q8645; http://www.wikidata.org/entity/Q37292429; http://www.wikidata.org/entity/Q8648; http://www.wikidata.org/entity/Q30026487; http://www.wikidata.org/entity/Q18492971	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_langres	Langres	Burgundy	France	Francia	Langres	exact_label	Q203293	Langres	commune in Haute-Marne, France	Q203293; Q1083819; Q67089132; Q2962420; Q1165266	Langres; 12287 Langres; Langres; Langres; Langres Cathedral	http://www.wikidata.org/entity/Q203293; http://www.wikidata.org/entity/Q1083819; http://www.wikidata.org/entity/Q67089132; http://www.wikidata.org/entity/Q2962420; http://www.wikidata.org/entity/Q1165266	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lapusna	Lăpușna	Bugeac	Moldavia	Carpathia	Lăpușna	fuzzy_label	Q20678568	Lapušna	village in Belarus	Q20678568; Q1020448; Q20858728; Q287945; Q7726087	Lapušna; Lăpușna; Lăpușna; Lăpușna; Lăpușna	http://www.wikidata.org/entity/Q20678568; http://www.wikidata.org/entity/Q1020448; http://www.wikidata.org/entity/Q20858728; http://www.wikidata.org/entity/Q287945; http://www.wikidata.org/entity/Q7726087	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lecce	Lecce	Apulia	Sicily	Byzantine Empire	Lecce	exact_label	Q13386	Lecce	Italian comune	Q13386; Q37488938; Q13391; Q16197; Q136671359	Lecce; Lecce; US Lecce; province of Lecce; Lecce	http://www.wikidata.org/entity/Q13386; http://www.wikidata.org/entity/Q37488938; http://www.wikidata.org/entity/Q13391; http://www.wikidata.org/entity/Q16197; http://www.wikidata.org/entity/Q136671359	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_leczycka	Łęczyca	Kuyavia	Poland	West-Slavia	Łęczyca	exact_label	Q325727	Łęczyca	city and urban gmina of Poland	Q325727; Q2460694; Q517800; Q8081268; Q8081269	Łęczyca; Gmina Łęczyca; Łęczyca County; Łęczyca; Łęczyca, Greater Poland Voivodeship	http://www.wikidata.org/entity/Q325727; http://www.wikidata.org/entity/Q2460694; http://www.wikidata.org/entity/Q517800; http://www.wikidata.org/entity/Q8081268; http://www.wikidata.org/entity/Q8081269	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_legnica	Legnica	Silesia	Poland	West-Slavia	Legnica	exact_label	Q106274	Legnica	city with powiat rights of Poland	Q106274; Q801070; Q645851; Q2734516; Q33689467	Legnica; Legnica; Legnica County; Legnica Północna; Legnica	http://www.wikidata.org/entity/Q106274; http://www.wikidata.org/entity/Q801070; http://www.wikidata.org/entity/Q645851; http://www.wikidata.org/entity/Q2734516; http://www.wikidata.org/entity/Q33689467	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_ljubljana	Leibach	Krain	Bavaria	Holy Roman Empire	Leibach	exact_label	Q37183750	Leibach	family name	Q37183750; Q120041418; Q2711128; Q108090675; Q3932983	Leibach; Leibacher; 89956 Leibacher; Leibachmeder; Reno di Lei	http://www.wikidata.org/entity/Q37183750; http://www.wikidata.org/entity/Q120041418; http://www.wikidata.org/entity/Q2711128; http://www.wikidata.org/entity/Q108090675; http://www.wikidata.org/entity/Q3932983	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_liebnitz	Leibnitz	Steyermark	Bavaria	Holy Roman Empire	Leibnitz	fuzzy_label	Q9047	Gottfried Wilhelm Leibniz	German mathematician and philosopher (1646–1716)	Q9047; Q659860; Q660400; Q2634494; Q630209	Gottfried Wilhelm Leibniz; Leibnitz; Leibnitz District; Leibnitzia; Leibnitz	http://www.wikidata.org/entity/Q9047; http://www.wikidata.org/entity/Q659860; http://www.wikidata.org/entity/Q660400; http://www.wikidata.org/entity/Q2634494; http://www.wikidata.org/entity/Q630209	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_leicestershire	Leicestershire	Mercia	England	Britannia	Leicestershire	exact_label	Q67533246	Leicestershire	historic county of England	Q67533246; Q23106; Q21272890; Q60576052; Q105767893	Leicestershire; Leicestershire; Leicestershire; Leicestershire; Leicestershire	http://www.wikidata.org/entity/Q67533246; http://www.wikidata.org/entity/Q23106; http://www.wikidata.org/entity/Q21272890; http://www.wikidata.org/entity/Q60576052; http://www.wikidata.org/entity/Q105767893	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_leinster	Leinster	Leinster	Ireland	Britannia	Leinster	exact_label	Q159736	Leinster	province in Ireland	Q159736; Q1473374; Q123469176; Q6519973; Q6718103	Leinster; Leinster Rugby; Leinster; Leinster; IMO 7915228	http://www.wikidata.org/entity/Q159736; http://www.wikidata.org/entity/Q1473374; http://www.wikidata.org/entity/Q123469176; http://www.wikidata.org/entity/Q6519973; http://www.wikidata.org/entity/Q6718103	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lennox	Lennox	Strathclyde	Scotland	Britannia	Lennox	exact_label	Q37496487	Lennox	family name	Q37496487; Q20000065; Q53740898; Q224751; Q295328	Lennox; Lennox; Lennox; Lennox International; Lennox Lewis	http://www.wikidata.org/entity/Q37496487; http://www.wikidata.org/entity/Q20000065; http://www.wikidata.org/entity/Q53740898; http://www.wikidata.org/entity/Q224751; http://www.wikidata.org/entity/Q295328	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_leon	Leon	León	León	Hispania	Leon	exact_label	Q37080	Leon	male given name	Q37080; Q15699; Q17781870; Q8853; Q4258715	Leon; León; Léon; Leo; Leon	http://www.wikidata.org/entity/Q37080; http://www.wikidata.org/entity/Q15699; http://www.wikidata.org/entity/Q17781870; http://www.wikidata.org/entity/Q8853; http://www.wikidata.org/entity/Q4258715	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_french_leon	Léon	Brittany	Brittany	Francia	Léon	exact_label	Q17781870	Léon	male given name	Q17781870; Q37080; Q15699; Q8853; Q208151	Léon; Leon; León; Leo; León	http://www.wikidata.org/entity/Q17781870; http://www.wikidata.org/entity/Q37080; http://www.wikidata.org/entity/Q15699; http://www.wikidata.org/entity/Q8853; http://www.wikidata.org/entity/Q208151	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lesbos	Lesbos	Aegean Islands	Thessalonika	Byzantine Empire	Lesbos	exact_label	Q128087	Lesbos	Greek island located in the northeastern Aegean Sea	Q128087; Q2520681; Q33056386; Q214219; Q12880012	Lesbos; Lesbos Municipality; Lesbos; Lesbos Prefecture; Lesbus	http://www.wikidata.org/entity/Q128087; http://www.wikidata.org/entity/Q2520681; http://www.wikidata.org/entity/Q33056386; http://www.wikidata.org/entity/Q214219; http://www.wikidata.org/entity/Q12880012	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_leuchtenburg	Leuchtenburg	Nordgau	Bavaria	Holy Roman Empire	Leuchtenburg	fuzzy_label	Q666373	Seini	town in Maramureș County, Romania	Q666373; Q1821360; Q131935393; Q1821363; Q1481136	Seini; Leuchtenburg; Leuchtenburg; Leuchtenburg Castle; Leuchtenburg	http://www.wikidata.org/entity/Q666373; http://www.wikidata.org/entity/Q1821360; http://www.wikidata.org/entity/Q131935393; http://www.wikidata.org/entity/Q1821363; http://www.wikidata.org/entity/Q1481136	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_liege	Liege	Luxembourg	Lotharingia	Holy Roman Empire	Liege	fuzzy_label	Q3992	Liège	city in Wallonia, Belgium	Q3992; Q21765571; Q1127; Q1866688; Q27713194	Liège; Liège; Province of Liege; Liège; Revue medicale de Liege	http://www.wikidata.org/entity/Q3992; http://www.wikidata.org/entity/Q21765571; http://www.wikidata.org/entity/Q1127; http://www.wikidata.org/entity/Q1866688; http://www.wikidata.org/entity/Q27713194	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lienz	Lienz	Tyrol	Bavaria	Holy Roman Empire	Lienz	exact_label	Q336250	Lienz	town in Lienz District, Tyrol, Austria	Q336250; Q251931; Q16832856; Q801093; Q102132014	Lienz; Lienz District; Lienzingen; Lienz railway station; Lienzu L. Hsieh	http://www.wikidata.org/entity/Q336250; http://www.wikidata.org/entity/Q251931; http://www.wikidata.org/entity/Q16832856; http://www.wikidata.org/entity/Q801093; http://www.wikidata.org/entity/Q102132014	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lika	Lika	Croatia	Croatia	Byzantine Empire	Lika	exact_label	Q142894	Lika	geographic and historical region of Croatia	Q142894; Q58081; Q27714178; Q36946330; Q4266938	Lika; Lika-Senj County; Likars'ka sprava; Lika; Pyhimys	http://www.wikidata.org/entity/Q142894; http://www.wikidata.org/entity/Q58081; http://www.wikidata.org/entity/Q27714178; http://www.wikidata.org/entity/Q36946330; http://www.wikidata.org/entity/Q4266938	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lille	Lille	Flanders	France	Francia	Lille	exact_label	Q648	Lille	city and commune in Nord, Hauts-de-France, Northern France	Q648; Q28318437; Q19516; Q17447609; Q725235	Lille; Lille; Lille OSC; Lidija Bačić; Lille	http://www.wikidata.org/entity/Q648; http://www.wikidata.org/entity/Q28318437; http://www.wikidata.org/entity/Q19516; http://www.wikidata.org/entity/Q17447609; http://www.wikidata.org/entity/Q725235	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_limousin	Limousin	Aquitaine	France	Francia	Limousin	exact_label	Q63760480	Limousin	family name	Q63760480; Q1190; Q427614; Q188475; Q586876	Limousin; Limousin; Limousin; limousine; Limousin	http://www.wikidata.org/entity/Q63760480; http://www.wikidata.org/entity/Q1190; http://www.wikidata.org/entity/Q427614; http://www.wikidata.org/entity/Q188475; http://www.wikidata.org/entity/Q586876	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_lincolnshire	Lincolnshire	York	England	Britannia	Lincolnshire	exact_label	Q67533486	Lincolnshire	historic county of England	Q67533486; Q23090; Q21269047; Q60576053; Q2671290	Lincolnshire; Lincolnshire; Lincolnshire; Lincolnshire; Lincolnshire	http://www.wikidata.org/entity/Q67533486; http://www.wikidata.org/entity/Q23090; http://www.wikidata.org/entity/Q21269047; http://www.wikidata.org/entity/Q60576053; http://www.wikidata.org/entity/Q2671290	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_linlithgowshire	Linlithgowshire	Lothian	Scotland	Britannia	Linlithgowshire	fuzzy_label	Q67317108	West Lothian	historic county of Scotland	Q67317108; Q11797263; Q19604816; Q204940; Q16902353	West Lothian; Linlithgowshire; Linlithgowshire; West Lothian; 1928 Linlithgowshire by-election	http://www.wikidata.org/entity/Q67317108; http://www.wikidata.org/entity/Q11797263; http://www.wikidata.org/entity/Q19604816; http://www.wikidata.org/entity/Q204940; http://www.wikidata.org/entity/Q16902353	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
