ck_id	county	duchy	kingdom_1066	empire_1066	search_query	match_status	top_qid	top_label	top_description	candidate_qids	candidate_labels	candidate_urls	notes
c_jihlava	Jihlava	Moravia	Bohemia	Holy Roman Empire	Jihlava	exact_label	Q183111	Jihlava	city in Czechia	Q183111; Q56412921; Q1598984; Q852472; Q147376	Jihlava; Jihlava; Jihlava; Jihlava District; 2080 Jihlava	http://www.wikidata.org/entity/Q183111; http://www.wikidata.org/entity/Q56412921; http://www.wikidata.org/entity/Q1598984; http://www.wikidata.org/entity/Q852472; http://www.wikidata.org/entity/Q147376	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_jovvkuj	Jovvkuj	Guoládat	Sápmi	Scandinavia	Jovvkuj	no_result							Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_julevadno	Julevädno	Vuovdisámieana	Sápmi	Scandinavia	Julevädno	fuzzy_label	Q857676	Lule River	river in Sweden	Q857676	Lule River	http://www.wikidata.org/entity/Q857676	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_juterbog	Jüterbog	Lausitz	East Francia	Holy Roman Empire	Jüterbog	fuzzy_label	Q11731908	Jüterbog railway station	railway station in Jüterbog, Germany	Q11731908; Q486541; Q1405883; Q127430493; Q802494	Jüterbog railway station; Jüterbog; Jüterbog–Nauen railway; Jüterbog; Jüterbog–Röderau railway line	http://www.wikidata.org/entity/Q11731908; http://www.wikidata.org/entity/Q486541; http://www.wikidata.org/entity/Q1405883; http://www.wikidata.org/entity/Q127430493; http://www.wikidata.org/entity/Q802494	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kainuu	Kainuu	Pohjanmaa	Finland	Scandinavia	Kainuu	exact_label	Q5694	Kainuu	region of Finland	Q5694; Q11868988; Q124378665; Q302649; Q5289373	Kainuu; Kainuun Sanomat; Kainuun Ärjy; Kainuu Brigade; Kainuu Sami	http://www.wikidata.org/entity/Q5694; http://www.wikidata.org/entity/Q11868988; http://www.wikidata.org/entity/Q124378665; http://www.wikidata.org/entity/Q302649; http://www.wikidata.org/entity/Q5289373	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kaisereia	Kaisereia	Charsianon	Anatolia	Byzantine Empire	Kaisereia	no_result							Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kaiserslautern	Kaiserslautern	West Franconia	East Francia	Holy Roman Empire	Kaiserslautern	exact_label	Q3758	Kaiserslautern	city in Rhineland-Palatinate, Germany	Q3758; Q8466; Q8559; Q678965; Q32063664	Kaiserslautern; 1. FC Kaiserslautern; Kaiserslautern; University of Kaiserslautern; Kaiserslautern	http://www.wikidata.org/entity/Q3758; http://www.wikidata.org/entity/Q8466; http://www.wikidata.org/entity/Q8559; http://www.wikidata.org/entity/Q678965; http://www.wikidata.org/entity/Q32063664	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kakheti	Kakheti	Georgia	Georgia	Byzantine Empire	Kakheti	exact_label	Q169674	Kakheti	region (mkhare) of Georgia	Q169674; Q16371011; Q3652082; Q1523606; Q115369598	Kakheti; Kakheti; Kakheti range; Kakhetian; Kakhetian Epos - Alasan Valley	http://www.wikidata.org/entity/Q169674; http://www.wikidata.org/entity/Q16371011; http://www.wikidata.org/entity/Q3652082; http://www.wikidata.org/entity/Q1523606; http://www.wikidata.org/entity/Q115369598	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kakisalmi	Kakisalmi	Karelia	Finland	Scandinavia	Kakisalmi	fuzzy_label	Q7977	Priozersk	town in Leningrad Oblast, Russia	Q7977; Q24329682; Q3433316; Q108861253; Q107135802	Priozersk; Käkisalmi; Käkisalmi rural municipality; Käkisalmi Bridge; Käkisalmi Liceum, Priozersk‎	http://www.wikidata.org/entity/Q7977; http://www.wikidata.org/entity/Q24329682; http://www.wikidata.org/entity/Q3433316; http://www.wikidata.org/entity/Q108861253; http://www.wikidata.org/entity/Q107135802	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kaliska	Kalisz	Polania	Poland	West-Slavia	Kalisz	exact_label	Q52842	Kalisz	City with powiat rights of Poland	Q52842; Q16867446; Q133178; Q4976885; Q47496258	Kalisz; Kalisz; Kalisz County; Kalisz; Kaliszan	http://www.wikidata.org/entity/Q52842; http://www.wikidata.org/entity/Q16867446; http://www.wikidata.org/entity/Q133178; http://www.wikidata.org/entity/Q4976885; http://www.wikidata.org/entity/Q47496258	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kalliopolis	Kallipolis	Thrace	Thessalonika	Byzantine Empire	Kallipolis	fuzzy_label	Q11910969	Callipolis	ancient Greek city near Taranto, modern Gallipoli, Italy	Q11910969; Q38281541; Q109632755; Q50966002; Q108189036	Callipolis; Kallion; Kallipolis 7a (Pauly-Wissowa); Kallipolis (Pauly-Wissowa); Kallipolis 7b (Pauly-Wissowa)	http://www.wikidata.org/entity/Q11910969; http://www.wikidata.org/entity/Q38281541; http://www.wikidata.org/entity/Q109632755; http://www.wikidata.org/entity/Q50966002; http://www.wikidata.org/entity/Q108189036	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kammersberg	Kammersberg	Carinthia	Bavaria	Holy Roman Empire	Kammersberg	exact_label	Q69809288	Kammersberg	cadastral municipality in Murau District	Q69809288; Q71039679; Q21874739; Q71521535; Q70450640	Kammersberg; Kammersberg; Kammersberg; Kammersberger Höhe; Kammersberg	http://www.wikidata.org/entity/Q69809288; http://www.wikidata.org/entity/Q71039679; http://www.wikidata.org/entity/Q21874739; http://www.wikidata.org/entity/Q71521535; http://www.wikidata.org/entity/Q70450640	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_karachev	Karachev	Karachev	Ruthenia	Russia	Karachev	exact_label	Q145115	Karachev	city in Bryansk Oblast, Russia	Q145115; Q14927655; Q4214473; Q2708362; Q4214470	Karachev; Karachev railway station; Karachevsky Uyezd; Karachevsky District; Karachev Parish	http://www.wikidata.org/entity/Q145115; http://www.wikidata.org/entity/Q14927655; http://www.wikidata.org/entity/Q4214473; http://www.wikidata.org/entity/Q2708362; http://www.wikidata.org/entity/Q4214470	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_karasjohka	Kárášjohka	Duortnoseatnu	Sápmi	Scandinavia	Kárášjohka	fuzzy_label	Q1825	Karasjok Municipality	municipality in Finnmark, Norway	Q1825; Q1728986; Q5377085; Q122184835; Q284862	Karasjok Municipality; Karasjohka; Karasjok; Karasjohka basin; Karasjok Church	http://www.wikidata.org/entity/Q1825; http://www.wikidata.org/entity/Q1728986; http://www.wikidata.org/entity/Q5377085; http://www.wikidata.org/entity/Q122184835; http://www.wikidata.org/entity/Q284862	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kargopol	Kargopol	Chudia	Bjarmaland	Russia	Kargopol	exact_label	Q145261	Kargopol	town in Arkhangelsk Oblast, Russia	Q145261; Q21126535; Q1807671; Q4214734; Q9134749	Kargopol; Kargopoltsev; Kargopolsky District; Kargopolskiy Uyezd; Kargopol Dragoon Regiment	http://www.wikidata.org/entity/Q145261; http://www.wikidata.org/entity/Q21126535; http://www.wikidata.org/entity/Q1807671; http://www.wikidata.org/entity/Q4214734; http://www.wikidata.org/entity/Q9134749	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_karnten	Kärnten	Carinthia	Bavaria	Holy Roman Empire	Kärnten	fuzzy_label	Q37985	Carinthia	federal state in the South of Austria	Q37985; Q68143121; Q1795412; Q510263; Q104217969	Carinthia; Kärnten; Kärnten; 6451 Kärnten; Kärnten	http://www.wikidata.org/entity/Q37985; http://www.wikidata.org/entity/Q68143121; http://www.wikidata.org/entity/Q1795412; http://www.wikidata.org/entity/Q510263; http://www.wikidata.org/entity/Q104217969	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kartli	Kartli	Tao-Klarjeti	Georgia	Byzantine Empire	Kartli	exact_label	Q459875	Kartli	historical region in central-to-eastern Georgia	Q459875; Q282475; Q103777842; Q1147179; Q3545652	Kartli; Kingdom of Kartli-Kakheti; Kartli; Kartlis Deda; Kartli Range	http://www.wikidata.org/entity/Q459875; http://www.wikidata.org/entity/Q282475; http://www.wikidata.org/entity/Q103777842; http://www.wikidata.org/entity/Q1147179; http://www.wikidata.org/entity/Q3545652	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kassel	Kassel	Hesse	East Francia	Holy Roman Empire	Kassel	exact_label	Q2865	Kassel	city in Hesse, Germany	Q2865; Q37053452; Q463906; Q11160; Q515553	Kassel; Kassel; Kassel Central Station; Cassel; Jan van Kessel the Elder	http://www.wikidata.org/entity/Q2865; http://www.wikidata.org/entity/Q37053452; http://www.wikidata.org/entity/Q463906; http://www.wikidata.org/entity/Q11160; http://www.wikidata.org/entity/Q515553	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kempten	Kempten	Augsburg	Bavaria	Holy Roman Empire	Kempten	exact_label	Q3994	Kempten	district-free city in Allgäu, Swabia, Bavaria, Germany	Q3994; Q1702636; Q130542858; Q1410783; Q692132	Kempten; Kempten am Rhein; Kempten; Kempten; Kempten	http://www.wikidata.org/entity/Q3994; http://www.wikidata.org/entity/Q1702636; http://www.wikidata.org/entity/Q130542858; http://www.wikidata.org/entity/Q1410783; http://www.wikidata.org/entity/Q692132	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kent	Kent	Kent	England	Britannia	Kent	exact_label	Q67479626	Kent	historic county of England	Q67479626; Q462547; Q21694674; Q1739021; Q1739029	Kent; Kent; Kent; Kent; Kent	http://www.wikidata.org/entity/Q67479626; http://www.wikidata.org/entity/Q462547; http://www.wikidata.org/entity/Q21694674; http://www.wikidata.org/entity/Q1739021; http://www.wikidata.org/entity/Q1739029	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kernave	Kernave	Lithuania	Lithuania	Baltic Empire	Kernave	fuzzy_label	Q215315	Kernavė	city in Lithuania	Q215315; Q12660473; Q16456278; Q12676460; Q108157299	Kernavė; Kernavė eldership; Kernavė Mounds; Cultural Reserve of Kernavė; Kernave Formation	http://www.wikidata.org/entity/Q215315; http://www.wikidata.org/entity/Q12660473; http://www.wikidata.org/entity/Q16456278; http://www.wikidata.org/entity/Q12676460; http://www.wikidata.org/entity/Q108157299	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_keve	Keve	Temes	Hungary	Carpathia	Keve	exact_label	Q1107982	Keve	Hungarian male given name	Q1107982; Q243526; Q113487208; Q1795293; Q24060864	Keve; Kevelaer; Keven D. Dooley; Kevernburg; Keven Undergaro	http://www.wikidata.org/entity/Q1107982; http://www.wikidata.org/entity/Q243526; http://www.wikidata.org/entity/Q113487208; http://www.wikidata.org/entity/Q1795293; http://www.wikidata.org/entity/Q24060864	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kevrola	Kevrola	Ustyug	Bjarmaland	Russia	Kevrola	exact_label	Q4218821	Kevrola	human settlement in Pinezhsky District, Arkhangelsk Oblast, Russia	Q4218821	Kevrola	http://www.wikidata.org/entity/Q4218821	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_khachen	Khachen	Greater Armenia	Armenia	Byzantine Empire	Khachen	fuzzy_label	Q16383233	Melikdom of Khachen	medieval Armenian feudal entity in Karabakh	Q16383233; Q92166359; Q3058319; Q16383235; Q1120904	Melikdom of Khachen; Khachen Kongpakwattana; Seyidbəyli; Khachenik Anetsi; Tshe-mchog-gling Ye-shes-rgyal-mtshan	http://www.wikidata.org/entity/Q16383233; http://www.wikidata.org/entity/Q92166359; http://www.wikidata.org/entity/Q3058319; http://www.wikidata.org/entity/Q16383235; http://www.wikidata.org/entity/Q1120904	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kholmogory	Kholmogory	Biarmia	Bjarmaland	Russia	Kholmogory	exact_label	Q681521	Kholmogory	selo in Kholmogorsky District, Arkhangelsk Oblast, Russia	Q681521; Q3701777; Q83632392; Q52342907; Q103941867	Kholmogory; Kholmogory; MK-0473 Kholmogory; Kholmogory; Kholmogory	http://www.wikidata.org/entity/Q681521; http://www.wikidata.org/entity/Q3701777; http://www.wikidata.org/entity/Q83632392; http://www.wikidata.org/entity/Q52342907; http://www.wikidata.org/entity/Q103941867	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kinda	Kinda	Östergötland	Sweden	Scandinavia	Kinda	fuzzy_label	Q515299	Kinda Municipality	municipality in Östergötland County, Sweden	Q515299; Q605292; Q5568914; Q26000748; Q4193820	Kinda Municipality; Kindah Kingdom; Kinda; Kinda; Kindang	http://www.wikidata.org/entity/Q515299; http://www.wikidata.org/entity/Q605292; http://www.wikidata.org/entity/Q5568914; http://www.wikidata.org/entity/Q26000748; http://www.wikidata.org/entity/Q4193820	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kintus	Kintuš	Guoládat	Sápmi	Scandinavia	Kintuš	fuzzy_label	Q95501206	Kintusamo	genus of insects	Q95501206; Q18759933	Kintusamo; Kintusjärvi	http://www.wikidata.org/entity/Q95501206; http://www.wikidata.org/entity/Q18759933	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kirillov	Kirillov	Chudia	Bjarmaland	Russia	Kirillov	exact_label	Q153453	Kirillov	town in Vologda Oblast, Russia	Q153453; Q21502373; Q2216860; Q46866528; Q4221432	Kirillov; Kirillov; Kirillovsky District; Marina Kirillova; Kirillovskoye	http://www.wikidata.org/entity/Q153453; http://www.wikidata.org/entity/Q21502373; http://www.wikidata.org/entity/Q2216860; http://www.wikidata.org/entity/Q46866528; http://www.wikidata.org/entity/Q4221432	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kitka	Kitka	Giemajohka	Sápmi	Scandinavia	Kitka	exact_label	Q37434764	Kitka	family name	Q37434764; Q4222477; Q322135; Q12283117; Q11739549	Kitka; Kitka; KitKatClub; Kitka; Zavalska Kitka	http://www.wikidata.org/entity/Q37434764; http://www.wikidata.org/entity/Q4222477; http://www.wikidata.org/entity/Q322135; http://www.wikidata.org/entity/Q12283117; http://www.wikidata.org/entity/Q11739549	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kittila	Kittila	Vuovdisámieana	Sápmi	Scandinavia	Kittila	fuzzy_label	Q593942	Kittilä	municipality in the region of Lapland in Finland	Q593942; Q41455348; Q12367060; Q20797288; Q23760595	Kittilä; Kittilä; Kittilän kirkonkylä; Kittilä; Kittilä	http://www.wikidata.org/entity/Q593942; http://www.wikidata.org/entity/Q41455348; http://www.wikidata.org/entity/Q12367060; http://www.wikidata.org/entity/Q20797288; http://www.wikidata.org/entity/Q23760595	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_klarjeti	Klarjeti	Tao-Klarjeti	Georgia	Byzantine Empire	Klarjeti	exact_label	Q2557240	Klarjeti	historical region	Q2557240; Q5368449; Q187525	Klarjeti; Klarjeti; Bagrationi dynasty	http://www.wikidata.org/entity/Q2557240; http://www.wikidata.org/entity/Q5368449; http://www.wikidata.org/entity/Q187525	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_kletsk	Kletsk	Pinsk	White Rus'	Russia	Kletsk	fuzzy_label	Q200937	Klyetsk	city in Belarus	Q200937; Q1652490; Q3815845; Q23837079; Q4223455	Klyetsk; Kletsky District; Kletskaya; Kletsko-Pochtovsky; Kletsky (rural locality)	http://www.wikidata.org/entity/Q200937; http://www.wikidata.org/entity/Q1652490; http://www.wikidata.org/entity/Q3815845; http://www.wikidata.org/entity/Q23837079; http://www.wikidata.org/entity/Q4223455	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_klingenberg	Klingenberg	West Franconia	East Francia	Holy Roman Empire	Klingenberg	exact_label	Q110490185	Klingenberg	German article in: Album der Rittergüter und Schlösser im Königreiche Sachsen II. Section, 1856	Q110490185; Q1774519; Q502934; Q28470506; Q2750832	Klingenberg; Klingenberg; Klingenberg am Main; Klingenberg; Klingenberg	http://www.wikidata.org/entity/Q110490185; http://www.wikidata.org/entity/Q1774519; http://www.wikidata.org/entity/Q502934; http://www.wikidata.org/entity/Q28470506; http://www.wikidata.org/entity/Q2750832	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
c_knin	Knin	Dalmatia	Croatia	Byzantine Empire	Knin	exact_label	Q208514	Knin	town and settlement in Šibenik-Knin County, Croatia	Q208514; Q85993260; Q8557394; Q106118814; Q46199688	Knin; Knin Municipality; Knín; Knina; Knínická	http://www.wikidata.org/entity/Q208514; http://www.wikidata.org/entity/Q85993260; http://www.wikidata.org/entity/Q8557394; http://www.wikidata.org/entity/Q106118814; http://www.wikidata.org/entity/Q46199688	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
